framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1364.86	1893.48	1364.86	0.0003	19.5	99.2	100	100	90	14.8	44.8	14.93	0	978.66	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	13938	2.4	239051	74575	3	92.72	3.21	10858	223	2106.24	2608.56	2106.24	0.0001	29.2	95.2	100	100	90	19.83	74.8	24.93	0	971.83	0	-0.002	13	868	474	85	604.86	29635.29
jquery	True	1186	2.26	100009	34722	1	99.5	2.88	1595	117	1811.53	1981.9	1811.53	0.1459	0	92	100	99.2	90	19.16	84.6	28.2	0	960.3	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1591	118	1506.99	1846.48	1506.99	0.055	1.2	99	96	100	90	20.14	79.7	26.57	0	961.29	0	0.002	8	1310	955	84	246.73	46709.68
preact	True	736	2.18	27622	10088	1	100	2.74	1023	104	1356.49	1629.73	1356.49	0.0001	0	100	100	100	90	15.7	59.8	19.93	0	961.35	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1347	2.25	91158	34628	13	100	2.63	1596	116	1416.57	2123.32	1416.57	0.8149	0	78.8	96	100	90	18.49	94.4	31.47	0	963.55	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1309	2.31	158538	50256	1	100	3.15	1022	105	1943.48	2247.23	1943.48	0.0002	38.4	96.4	100	100	90	19.36	74.6	24.87	0	961.46	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1117	2.18	26458	9243	1	100	2.86	1584	116	1345.65	1548.88	1345.65	0.0001	0	100	100	100	90	15.5	69.8	23.27	0	965.48	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	3121	2.27	115502	38340	11	69.89	3.01	1023	104	1664.26	2113.03	1664.26	0	0	98	100	96	90	21.39	74.6	24.87	0	952.81	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1221.57	1527.09	1221.57	0.146	0	94	100	96	90	14.98	34.9	11.63	0	960.78	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	661	2.17	17211	5999	1	96.97	2.87	1023	104	1213.54	1387.91	1213.54	0.0001	0	100	100	100	90	18.71	74.7	24.9	0	957.16	0	0.006	3	743	388	76	74.17	22895.14
vue	True	1350	2.23	76585	29349	1	100	2.61	1596	117	1663.97	1849.35	1663.97	0.0001	0	99	100	100	90	20.39	89.1	29.7	0	960.47	0	-0.005	11	677	217	57	686.46	10853.47
