framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1767.01	2020.48	1767.01	0.0001	24.2	98.2	100	100	90	17.31	119.6	39.87	0	986.28	0	-0.032	3	444	299	68	83.56	13776.09
angular	True	14352	2.39	221175	67399	2	92.13	3.28	10780	261	1954.39	2483.58	1954.39	0.0001	27	96	100	100	90	17.99	94.6	16.6	0	978.14	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1218	2.26	100009	34722	1	99.5	2.88	1594	118	1822.64	2019.96	1822.64	0.1459	0	92	100	99.2	90	16.84	139.4	46.47	0	982.66	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	747	2.21	60102	15752	1	98.82	3.82	1598	119	1549.31	1856.26	1549.31	0.055	1.2	99	96	100	90	16.41	104.4	34.8	0	967.82	0	-0.002	8	1310	955	84	246.73	46709.68
preact	True	754	2.18	27622	10088	1	100	2.74	1023	104	1358.44	1662.67	1358.44	0.0001	0	99.8	100	100	90	18.33	134.3	44.77	0	982.09	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1335	2.25	91158	34628	13	100	2.63	1587	118	1401.31	2122.93	1401.31	1.0014	0	74	96	100	90	17.58	134.4	25.73	0	995.19	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1325	2.31	158538	50256	1	100	3.15	1023	105	1941.63	2246.44	1941.63	0.0002	96.1	94.8	100	100	90	17.27	134.3	44.77	0	966.56	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1112	2.18	26458	9243	1	100	2.86	1586	118	1387.75	1541.62	1387.75	0.0001	0	99.6	100	100	90	18.23	84.6	28.2	0	978.57	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3122	2.27	115502	38337	11	69.89	3.01	1024	104	1667.69	2034.98	1667.69	0	0	98.6	100	96	90	18.14	109.6	36.53	0	960.67	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.3	1526.26	1245.3	0.1461	0	94	100	96	90	16.36	109.6	36.53	0	974.39	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	676	2.17	17211	5999	1	96.97	2.87	1023	104	1209.74	1394.01	1209.74	0.0001	0	100	100	100	90	18.39	129.3	43.1	0	978.23	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1384	2.23	76585	29349	1	100	2.61	1581	118	1627.37	1851.65	1627.37	0.0001	0	99	100	100	90	18.26	129.6	43.2	0	986.75	0	-0.005	11	677	217	57	686.46	10853.47
