framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1367.35	2003.44	1367.35	0.0003	19.6	99	100	100	90	6.15	59.8	19.93	0	961.38	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	13664	2.4	239051	74575	3	92.72	3.21	10755	220	2104.53	2573.39	2104.53	0.0001	26.6	95.4	100	100	90	6.08	69.8	12.47	0	975.75	0	-0.012	13	868	474	85	604.86	29635.29
jquery	True	1176	2.26	100009	34722	1	99.5	2.88	1578	118	1812.51	1983.36	1812.51	0.1459	0	92	100	99.2	90	5.7	59.8	19.93	0	967.43	0	-0.023	3	481	287	45	87.4	18604.14
lit	True	727	2.21	60102	15752	1	98.82	3.82	1573	118	1514.8	1845.91	1514.8	0.055	0	99	96	100	90	6.57	54.8	18.27	0	952.8	0	-0.012	8	1310	955	84	246.73	46709.68
preact	True	738	2.18	27622	10088	1	100	2.74	1023	104	1368.55	1672.43	1368.55	0.0001	0	99.6	100	100	90	5.4	74.8	24.93	0	965.2	0	-0.015	12	776	461	101	585.8	25344.18
qwik	True	1298	2.25	91158	34628	13	100	2.63	1588	116	1401.04	2121.08	1401.04	0.6039	0	84	96	100	90	6.95	54.8	18.27	0	979.89	0	-0.014	16	754	414	83	862.46	26425.59
react	True	1280	2.31	158538	50256	1	100	3.15	1022	104	1950.83	2254.75	1950.83	0.0001	73.8	95.2	100	100	90	6.21	54.8	18.27	0	966.77	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1097	2.18	26458	9243	1	100	2.86	1572	116	1368.32	1538.47	1368.32	0.0001	0	100	100	100	90	6.04	69.8	23.27	0	966.89	0	-0.013	12	786	458	98	581.44	26202.05
svelte	True	3034	2.27	115504	38336	11	69.89	3.01	1023	104	1674.77	2036.13	1674.77	0	0.9	98.4	100	96	90	5.19	64.8	21.6	0	951.49	0	-0.012	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1224.96	1531.81	1224.96	0.1461	0	94	100	96	90	12.78	49.8	16.6	0	961.54	0	0.005	3	560	426	74	71.69	20768.9
vanjs	True	651	2.17	17211	5999	1	96.97	2.87	1023	104	1215.2	1389.5	1215.2	0.0001	0	100	100	100	90	5.38	59.8	19.93	0	945.96	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1345	2.23	76585	29349	1	100	2.61	1582	117	1627.46	1847.18	1627.46	0.0001	0	99	100	100	90	6.56	59.8	19.93	0	961.95	0	-0.013	11	677	217	57	686.46	10853.47
