framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1362.76	2000	1362.76	0.0003	24	99	100	100	90	5.57	59.8	19.93	0	966.88	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	13842	2.4	239051	74575	3	92.72	3.21	10870	224	2106.02	2606.03	2106.02	0.0001	27	95.2	100	100	90	6.75	44.8	8.3	0	978.01	0	-0.013	13	868	474	85	604.86	29635.29
jquery	True	1166	2.26	100009	34722	1	99.5	2.88	1586	118	1809.76	1979.64	1809.76	0.1459	0	92	100	99.2	90	7.5	49.7	16.57	0	968.95	0	-0.02	3	481	287	45	87.4	18604.14
lit	True	730	2.21	60102	15752	1	98.82	3.82	1591	117	1524.91	1850.56	1524.91	0.055	0	99	96	100	90	7.5	69.7	23.23	0	955.09	0	0.002	8	1310	955	84	246.73	46709.68
preact	True	740	2.18	27622	10088	1	100	2.74	1023	104	1369.05	1673.18	1369.05	0.0001	0	99.6	100	100	90	7.04	54.8	18.27	0	969.28	0	-0.014	12	776	461	101	585.8	25344.18
qwik	True	1333	2.25	91158	34628	13	100	2.63	1591	116	1462.17	2121.64	1462.17	0.6021	0	84	96	100	90	6.14	49.8	16.6	0	973.42	0	-0.014	16	754	414	83	862.46	26425.59
react	True	1286	2.31	158538	50256	1	100	3.15	1023	105	1948.34	2253.11	1948.34	0.0001	34.2	96.6	100	100	90	6.89	39.9	13.3	0	969.41	0	-0.019	13	762	438	90	634.69	24213.69
solid	True	1113	2.18	26458	9243	1	100	2.86	1592	116	1363.25	1538.48	1363.25	0.0001	0	100	100	100	90	7.68	74.8	24.93	0	969.2	0	-0.012	12	786	458	98	581.44	26202.05
svelte	True	3123	2.27	115504	38338	11	69.89	3.01	1024	104	1666.86	2054.45	1666.86	0	0	98.4	100	96	90	7.56	44.8	14.93	0	953.46	0	-0.009	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1217.35	1523.13	1217.35	0.1461	0	94	100	96	90	12.98	54.8	18.27	0	958.82	0	0.005	3	560	426	74	71.69	20768.9
vanjs	True	642	2.17	17211	5999	1	96.97	2.87	1023	104	1222.88	1392.42	1222.88	0.0001	0	100	100	100	90	8.26	59.8	19.93	0	949.05	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1337	2.23	76585	29349	1	100	2.61	1565	116	1657.44	1848.96	1657.44	0.0001	0	99	100	100	90	6.24	69.7	23.23	0	963.17	0	-0.014	11	677	217	57	686.46	10853.47
