framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1670.39	1895.35	1670.39	0.0002	26.7	98.6	100	100	90	19.32	79.7	26.57	0	1010.6	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	14478	2.39	221175	67399	2	92.13	3.28	10847	256	1953.93	2483.89	1953.93	0.0001	28	96	100	100	90	20.49	144.2	24.87	0	1015.46	0	-0.002	13	888	489	89	604.48	30872.93
jquery	True	1232	2.26	100009	34722	1	99.5	2.88	1600	117	1848.75	2024.32	1848.75	0.1459	0	92	100	99.2	90	19.7	129.3	43.1	0	996.13	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	759	2.21	60102	15752	1	98.82	3.82	1595	117	1553.61	1829.69	1553.61	0.055	1.8	99	96	100	90	19.98	89.6	29.87	0	1001.31	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	766	2.18	27622	10088	1	100	2.74	1026	104	1361.47	1668.91	1361.47	0.0001	0	99.6	100	100	90	18.12	59.7	19.9	0	1004	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1331	2.25	91158	34628	13	100	2.63	1604	117	1433.31	2128.99	1433.31	1.0337	0	74	96	100	90	19.41	84.6	28.2	0	1022.4	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1363	2.31	158538	50256	1	100	3.15	1023	105	1961.29	2266.93	1961.29	0.0002	0	97	100	100	90	19.85	84.6	28.2	0	1012.89	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1130	2.18	26458	9243	1	100	2.86	1604	117	1386	1547.19	1386	0.0001	0	99.8	100	100	90	19.97	109.5	36.5	0	1004.51	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3224	2.27	115504	38338	11	69.89	3.01	1025	104	1667.61	2115.8	1667.61	0	0	98	100	96	90	18.54	74.6	24.87	0	983.86	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1240.97	1537.83	1240.97	0.1461	0	94	100	96	90	19.69	89.5	29.83	0	1002.26	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	692	2.17	17211	5999	1	96.97	2.87	1024	104	1214.48	1402.32	1214.48	0.0001	0	100	100	100	90	18.62	94.4	16.57	0	1006.83	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1388	2.23	76585	29349	1	100	2.61	1605	116	1662.47	1862.3	1662.47	0.0001	0	99	100	100	90	20.27	84.5	28.17	0	1002.97	0	-0.003	11	677	217	57	686.46	10853.47
