framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1771.82	2028.25	1771.82	0.0002	29.4	98.2	100	100	90	19.61	144.2	48.07	0	1012.32	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14652	2.4	239051	74575	3	92.72	3.21	11661	238	2109.23	2648.65	2109.23	0.0001	35	94.8	100	100	90	20.94	134.3	23.22	0	1013.5	0	-0.001	13	868	474	85	604.86	29635.29
jquery	True	1255	2.26	100009	34722	1	99.5	2.88	1630	118	1828.97	2007.25	1828.97	0.1459	0.5	92.2	100	99.2	90	18.62	134.4	44.8	0	1014.31	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	767	2.21	60102	15752	1	98.82	3.82	1624	121	1554.41	1862.41	1554.41	0.055	2.6	99	96	100	90	18.24	139.2	46.4	0	1006.4	0	0	8	1310	955	84	246.73	46709.68
preact	True	776	2.18	27622	10088	1	100	2.74	1066	105	1361.48	1669.03	1361.48	0.0001	0	99.8	100	100	90	18.9	129.2	43.07	0	1012.75	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1376	2.25	91158	34628	13	100	2.63	1626	119	1433.64	2127.96	1433.64	1.0075	0	74	96	100	90	20.16	134.4	44.8	0	1011.01	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1406	2.31	158538	50256	1	100	3.15	1029	106	1960.38	2265.57	1960.38	0.0002	0	97	100	100	90	18.46	144.2	48.07	0	1006.93	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1156	2.18	26458	9243	1	100	2.86	1609	117	1384.42	1545.93	1403.44	0.0001	0	99.6	100	100	90	18.31	134.5	44.83	0	1007.95	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3277	2.27	115502	38342	11	69.89	3.01	1024	105	1671.84	2119.97	1671.84	0	0	98	100	96	90	20.43	129.2	43.07	0	998.34	0	0.015	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1252.52	1548.76	1252.52	0.1461	0	94	100	96	90	18.19	129.4	43.13	0	997.06	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	692	2.17	17211	5999	1	96.97	2.87	1025	104	1208.83	1393.44	1208.83	0.0001	0	100	100	100	90	20.25	129	43	0	992.73	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1430	2.23	76585	29349	1	100	2.61	1620	118	1627.95	1856.53	1627.95	0.0001	0.2	99	100	100	90	19.98	134.4	44.8	0	1001.71	0	-0.003	11	677	217	57	686.46	10853.47
