framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1867.92	2026.81	1867.92	0.0002	30.6	98	100	100	90	16.41	94.6	31.53	0	1029.62	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	14389	2.39	221175	67399	2	92.13	3.28	11040	259	1956.17	2487.06	1956.17	0.0001	27.8	96	100	100	90	14.67	99.4	17.4	0	1016.36	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1269	2.26	100009	34722	1	99.5	2.88	1612	118	1844.82	2019.74	1844.82	0.1459	0	92	100	99.2	90	15.9	84.6	28.2	0	1018.59	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	789	2.21	60102	15752	1	98.82	3.82	1590	118	1558.72	1827.16	1558.72	0.055	3	99	96	100	90	20.66	129.5	43.17	0	1014.97	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	796	2.18	27622	10088	1	100	2.74	1024	104	1361.91	1669.77	1361.91	0.0001	0	99.4	100	100	90	15.72	109.4	19.07	0	1002.19	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1376	2.25	91158	34628	13	100	2.63	1602	116	1419.13	2129.11	1419.13	0.8315	0	78.8	96	100	90	16.6	134.3	44.77	0	1017.78	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1348	2.31	158538	50256	1	100	3.15	1024	105	1963.5	2270.25	1963.5	0.0002	0	97	100	100	90	16.61	119.5	39.83	0	1010.34	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1170	2.18	26458	9243	1	100	2.86	1598	117	1397.73	1553.6	1397.73	0.0001	0	99.4	100	100	90	18.71	129.5	43.17	0	1005.99	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3210	2.27	115502	38339	11	69.89	3.01	1030	104	1675.41	2033.24	1675.41	0	0	98	100	96	90	14.14	114.5	38.17	0	983.43	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.8	1539.74	1243.8	0.1461	0	94	100	96	90	15.41	119.4	39.8	0	993.03	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	701	2.17	17211	5999	1	96.97	2.87	1023	104	1213.95	1400.33	1213.95	0.0001	0	100	100	100	90	15.91	89.7	29.9	0	989.76	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1463	2.23	76585	29349	1	100	2.61	1612	119	1626.74	1853.11	1626.74	0.0001	0	99	100	100	90	15.79	129.5	43.17	0	1012.12	0	-0.004	11	677	217	57	686.46	10853.47
