framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1371.54	1904.97	1371.54	0.0003	23.2	99.2	100	100	90	15.44	44.9	14.97	0	1017.65	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14456	2.39	221175	67399	2	92.13	3.28	11777	259	1956.46	2485.69	1956.46	0.0001	26	96	100	100	90	14.69	54.8	9.97	0	1002.92	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1229	2.26	100009	34722	1	99.5	2.88	1609	118	1833.63	2023.65	1833.63	0.1459	0	92	100	99.2	90	15.95	29.9	9.97	0	1005.64	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	769	2.21	60102	15752	1	98.82	3.82	1609	120	1548.73	1854.7	1548.73	0.055	2.8	99	96	100	90	18.04	64.7	21.57	0	1000.18	0	0	8	1310	955	84	246.73	46709.68
preact	True	775	2.18	27622	10088	1	100	2.74	1023	104	1361.05	1666.58	1361.05	0.0001	0	99.8	100	100	90	16.59	59.8	10.8	0	995.79	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1374	2.25	91158	34628	13	100	2.63	1585	118	1401.99	2125.31	1401.99	0.7914	0	79	96	100	90	20.36	44.7	14.9	0	1017.41	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1361	2.31	158538	50256	1	100	3.15	1023	105	1959.6	2264.4	1959.6	0.0002	0	97	100	100	90	16.2	64.8	31.57	0	998.54	5	-0.007	13	762	438	90	634.69	24213.69
solid	True	1145	2.18	26458	9243	1	100	2.86	1605	118	1388.42	1550.03	1388.42	0.0001	0	99.2	100	100	90	16.38	69.7	23.23	0	1012.4	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3214	2.27	115504	38340	11	69.89	3.01	1024	105	1666.44	2056.77	1666.44	0	0	98.4	100	96	90	19.97	84.6	28.2	0	997.89	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.6	1538.4	1243.6	0.146	0	94	100	96	90	15.69	10	3.33	0	996.52	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	705	2.17	17211	5999	1	96.97	2.87	1024	104	1212.41	1397.82	1212.41	0.0001	0	100	100	100	90	14.09	59.8	19.93	0	993.52	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1408	2.23	76585	29349	1	100	2.61	1606	116	1631.31	1858.56	1631.31	0.0001	0	99	100	100	90	16.07	49.8	16.6	0	1004.86	0	-0.003	11	677	217	57	686.46	10853.47
