framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1467.53	2026.02	1467.53	0.0003	22.8	98.8	100	100	90	14.57	54.8	18.27	0	996.91	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	14175	2.4	239051	74575	3	92.72	3.21	11461	235	2106.53	2617.19	2106.53	0.0001	37.6	95	100	100	90	15.52	34.8	11.6	0	992.15	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1209	2.26	100009	34722	1	99.5	2.88	1600	118	1810.73	1990.69	1810.73	0.1459	0	92	100	99.2	90	14.68	39.9	14.97	0	986.34	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	769	2.21	60102	15752	1	98.82	3.82	1585	118	1508.63	1850.34	1508.63	0.055	2	99	96	100	90	15.96	49.8	16.6	0	967.13	0	0.002	8	1310	955	84	246.73	46709.68
preact	True	785	2.18	27622	10088	1	100	2.74	1024	105	1366.78	1671.97	1366.78	0.0001	0	99.6	100	100	90	15.63	44.9	14.97	0	975.49	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1385	2.25	91158	34628	13	100	2.63	1619	117	1401.72	2124.07	1401.72	0.8071	0	79	96	100	90	15.64	54.8	18.27	0	974.92	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1330	2.31	158538	50256	1	100	3.15	1023	105	1944.87	2249.51	1944.87	0.0002	157.8	93.4	100	100	90	14.84	49.8	16.6	0	979.74	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1153	2.18	26458	9243	1	100	2.86	1596	119	1373.97	1547.45	1373.97	0.0001	0	99.6	100	100	90	15.28	49.8	16.6	0	978.56	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3198	2.27	115502	38339	11	69.89	3.01	1024	104	1670.73	2088.71	1670.73	0	0	98.2	100	96	90	15.8	15	5	0	959.62	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1218.77	1525.03	1218.77	0.146	0	94	100	96	90	15.42	15	5	0	972.88	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	683	2.17	17211	5999	1	96.97	2.87	1023	104	1223.15	1421.54	1223.15	0.0001	0	100	100	100	90	15.82	54.8	18.27	0	967.12	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1393	2.23	76585	29349	1	100	2.61	1601	118	1630.78	1856.57	1630.78	0.0001	0	99	100	100	90	14.78	49.7	16.57	0	968.77	0	-0.004	11	677	217	57	686.46	10853.47
