framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1685.27	2060.59	1685.27	0.0002	19.8	98.4	100	100	90	56.72	74.6	24.87	0	1002.8	0	0.04	3	444	299	68	83.56	13776.09
angular	True	13801	2.4	239051	74575	3	92.72	3.21	10859	220	2112.94	2552.01	2112.94	0.0001	26.8	95.4	100	100	90	15.96	20	6.67	0	968.38	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1193	2.26	100009	34722	1	99.5	2.88	1584	119	1706	1743.51	1706	0.1459	0	93	100	99.2	90	15.82	54.8	18.27	0	964.18	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	746	2.21	60102	15752	1	98.82	3.82	1573	117	1587.36	1703.71	1587.36	0.055	0	99	96	100	90	46.46	54.8	14.12	0	973.05	0	0.029	8	1310	955	84	246.73	46709.68
preact	True	738	2.18	27622	10088	1	100	2.74	1023	104	1292.67	1596.21	1292.67	0.0001	0	100	100	100	90	14.33	49.8	16.6	0	958.05	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1363	2.25	91158	34628	13	100	2.63	1574	117	1416.59	2122.97	1416.59	0.8073	0	79	96	100	90	14.37	30	10	0	963.84	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1291	2.31	158538	50256	1	100	3.15	1022	104	1874.9	2179.15	1874.9	0.0001	76.8	95.8	100	100	90	16.34	0	0	0	962.85	0	-0.001	13	762	438	90	634.69	24213.69
solid	True	1121	2.18	26458	9243	1	100	2.86	1588	116	1300.31	1513.87	1300.31	0.0001	0	100	100	100	90	14.36	0	0	0	955.63	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3111	2.27	115504	38341	11	69.89	3.01	1023	104	1690.24	2049.76	1690.24	0	0	98	100	96	90	13.17	19.9	6.63	0	948.77	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1393.22	1527.1	1393.22	0.146	0	94	100	96	90	50.42	39.8	13.27	0	983.55	0	0.051	3	560	426	74	71.69	20768.9
vanjs	True	677	2.17	17211	5999	1	96.97	2.87	1023	104	1243.2	1511.69	1243.2	0.0001	0	100	100	100	90	40.61	39.9	13.3	0	963.66	0	0.039	3	743	388	76	74.17	22895.14
vue	True	1384	2.23	76585	29349	1	100	2.61	1580	118	1613.35	1863.32	1613.35	0.0001	0	99	100	100	90	15.37	34.9	11.63	0	961.88	0	-0.002	11	677	217	57	686.46	10853.47
