framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1459.32	1879.71	1459.32	0.0003	12.4	99	100	100	90	14.61	124.7	41.57	0	975.89	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	13060	2.4	239051	74575	3	92.72	3.21	10092	221	2105.13	2573.3	2105.13	0.0001	25.6	95.4	100	100	90	14.98	144.6	48.2	0	976.5	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1106	2.26	100009	34722	1	99.5	2.88	1568	115	1811.1	1982.04	1811.1	0.1459	0	92	100	99.2	90	15.51	139.6	46.53	0	964.23	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	670	2.21	60102	15752	1	98.82	3.82	1561	115	1508.31	1846.46	1508.31	0.055	0	99	96	100	90	16.49	129.5	43.17	0	959.32	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	676	2.18	27622	10088	1	100	2.74	1022	104	1362.64	1666.05	1362.64	0.0001	0	99.8	100	100	90	19.22	124.7	41.57	0	959.66	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1242	2.25	91158	34628	13	100	2.63	1566	114	1416.14	2122.52	1416.14	0.5956	0	84	96	100	90	15.83	134.7	44.9	0	967.7	0	-0.002	16	754	414	83	862.46	26425.59
react	True	1206	2.31	158538	50256	1	100	3.15	1021	105	1947.88	2251.43	1947.88	0.0001	38.2	96.4	100	100	90	14.87	124.7	41.57	0	961.68	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1003	2.18	26458	9243	1	100	2.86	1566	115	1365.15	1533.83	1365.15	0.0001	0	100	100	100	90	15.46	134.6	44.87	0	961.8	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2878	2.27	115502	38341	11	69.89	3.01	1034	104	1673.18	2093.33	1673.18	0	0	98	100	96	90	14.38	129.6	43.2	0	950.59	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1212.12	1516.16	1212.12	0.1461	0	94	100	96	90	15.07	129.5	43.17	0	962.73	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	598	2.17	17211	5999	1	96.97	2.87	1021	104	1206.13	1383.2	1206.13	0.0001	0	100	100	100	90	19.77	124.6	41.53	0	959.35	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1266	2.23	76585	29349	1	100	2.61	1564	115	1657.26	1847.48	1657.26	0.0001	0	99	100	100	90	15.44	74.8	24.93	0	963.67	0	-0.003	11	677	217	57	686.46	10853.47
