framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1465.59	2018	1465.59	0.0003	27.6	98.8	100	100	90	16.14	0	0	0	981.71	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14287	2.4	239051	74575	3	92.72	3.21	11076	228	2105.93	2612.7	2105.93	0.0001	33.9	95.2	100	100	90	15.46	0	0	0	971.35	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1190	2.26	100009	34722	1	99.5	2.88	1599	118	1813.76	1994.63	1813.76	0.1459	0	92	100	99.2	90	14.96	0	0	0	968.3	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1616	119	1508.6	1850.3	1508.6	0.055	0.6	99	96	100	90	13.89	0	0	0	963	0	-0.002	8	1310	955	84	246.73	46709.68
preact	True	742	2.18	27622	10088	1	100	2.74	1024	104	1357.32	1630.99	1357.32	0.0001	0	100	100	100	90	14.43	0	0	0	962.68	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1341	2.25	91158	34628	13	100	2.63	1598	116	1417.83	2126.88	1417.83	0.4037	0	89	96	100	90	15.64	0	0	0	967.6	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1327	2.31	158538	50256	1	100	3.15	1023	105	1945.87	2250.2	1945.87	0.0001	43.2	96.4	100	100	90	14.78	0	0	0	963.21	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1131	2.18	26458	9243	1	100	2.86	1605	118	1331.28	1539.12	1331.28	0.0001	0	100	100	100	90	16.79	0	0	0	964.21	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3127	2.27	115504	38339	11	69.89	3.01	1024	104	1667.14	2089.27	1667.14	0	0	98.2	100	96	90	14.63	0	0	0	950.27	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.59	1524.79	1278.59	0.146	0	94	100	96	90	15.94	0	0	0	964.91	0	-0.016	3	560	426	74	71.69	20768.9
vanjs	True	663	2.17	17211	5999	1	96.97	2.87	1024	104	1206.99	1385.49	1206.99	0.0001	0	100	100	100	90	14.94	0	0	0	957.9	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1364	2.23	76585	29349	1	100	2.61	1609	118	1626.61	1850.91	1626.61	0.0001	0	99	100	100	90	16.5	0	0	0	967.56	0	-0.003	11	677	217	57	686.46	10853.47
