framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1468.97	2033.2	1468.97	0.0003	21.4	98.8	100	100	90	18.47	64.8	21.6	0	986.21	0	0	3	444	299	68	83.56	13776.09
angular	True	14327	2.4	239051	74575	3	92.72	3.21	11378	230	2105.09	2486.04	2105.09	0.0001	28.4	96	100	100	90	15.54	59.8	19.93	0	992.25	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1217	2.26	100009	34722	1	99.5	2.88	1601	119	1812.53	1917.86	1812.53	0.1459	0	92.4	100	99.2	90	14.66	24.9	8.3	0	982.77	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	755	2.21	60102	15752	1	98.82	3.82	1610	118	1520.04	1825.45	1520.04	0.055	0.8	99	96	100	90	17.54	44.8	14.93	0	973.1	0	-0.002	8	1310	955	84	246.73	46709.68
preact	True	779	2.18	27622	10088	1	100	2.74	1024	104	1359.84	1664.75	1359.84	0.0001	0	100	100	100	90	17.32	64.8	21.6	0	982.2	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1343	2.25	91158	34628	13	100	2.63	1606	116	1402.02	2124.18	1402.02	1.003	0	74	96	100	90	17.16	79.7	26.57	0	988.22	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1332	2.31	158538	50256	1	100	3.15	1023	105	1945.17	2250.16	1945.17	0.0001	41.4	96.4	100	100	90	15.84	69.7	23.23	0	983.11	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1134	2.18	26458	9243	1	100	2.86	1596	118	1360.14	1543.6	1360.14	0.0001	0	99.8	100	100	90	17.88	69.8	12.47	0	983.16	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3206	2.27	115504	38337	11	69.89	3.01	1025	104	1665.87	2113.61	1665.87	0	0	98	100	96	90	19.14	74.8	24.93	0	967.55	0	0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1220	1406.66	1220	0.146	0	94	100	96	90	30.32	64.7	21.57	0	974.65	0	0.014	3	560	426	74	71.69	20768.9
vanjs	True	663	2.17	17211	5999	1	96.97	2.87	1025	104	1222.62	1394.83	1222.62	0.0001	0	100	100	100	90	25.92	54.7	18.23	0	962.38	0	0.011	3	743	388	76	74.17	22895.14
vue	True	1396	2.23	76585	29349	1	100	2.61	1608	118	1658.17	1851.85	1658.17	0.0001	0	99	100	100	90	17.59	64.8	21.6	0	982.45	0	-0.001	11	677	217	57	686.46	10853.47
