framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1585.88	1927.36	1585.88	0.0003	19.78	98.8	100	100	90	56.77	64.7	21.57	0	996.21	0	0.041	3	444	299	68	83.56	13776.09
angular	True	13867	2.4	239051	74575	3	92.72	3.21	10846	223	2105.15	2516.52	2105.15	0.0001	28.8	95.8	100	100	90	15.2	0	0	0	968.25	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1577	117	1732.16	1845.55	1732.16	0.1459	0	92.8	100	99.2	90	14.7	0	0	0	954.06	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	737	2.21	60102	15752	1	98.82	3.82	1601	118	1578.47	1731.34	1578.47	0.055	1.4	99	96	100	90	48.21	54.8	23.23	0	970.47	0	0.03	8	1310	955	84	246.73	46709.68
preact	True	734	2.18	27622	10088	1	100	2.74	1024	104	1294.13	1598.39	1294.13	0.0001	0	100	100	100	90	14.05	0	0	0	954.3	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1307	2.25	91158	34628	13	100	2.63	1599	116	1431.6	2123.21	1431.6	0.8012	0	79	96	100	90	14.14	0	0	0	956.84	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1284	2.31	158538	50256	1	100	3.15	1022	105	1911.12	2215.79	1911.12	0.0002	54.4	96.4	100	100	90	17.48	0	0	0	959.85	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1117	2.18	26458	9243	1	100	2.86	1581	116	1321.12	1535.08	1321.12	0.0001	0	100	100	100	90	15.89	0	0	0	956.35	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3079	2.27	115502	38339	11	69.89	3.01	1029	104	1688.53	2028.68	1688.53	0	0.6	98.2	100	96	90	14.5	0	0	0	942.11	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1396.91	1540.94	1396.91	0.1461	0	94	100	96	90	49.73	39.9	13.3	0	980.27	0	0.051	3	560	426	74	71.69	20768.9
vanjs	True	657	2.17	17211	5999	1	96.97	2.87	1023	104	1241.57	1509.12	1241.57	0.0001	0	100	100	100	90	43.31	29.9	9.97	0	963.15	0	0.044	3	743	388	76	74.17	22895.14
vue	True	1351	2.23	76585	29349	1	100	2.61	1583	117	1571.22	1852.63	1571.22	0.0001	0	99	100	100	90	14.62	0	0	0	953.13	0	-0.004	11	677	217	57	686.46	10853.47
