framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1695.04	1936.41	1695.04	0.0002	23.38	98.6	100	100	90	19.28	109.4	36.47	0	1015.69	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	14384	2.4	239051	74575	3	92.72	3.21	11239	225	2141.39	2558.09	2141.39	0.0001	33	95	100	100	90	18.73	104.5	18.25	0	996.23	0	-0.005	13	868	474	85	604.86	29635.29
jquery	True	1248	2.26	100009	34722	1	99.5	2.88	1611	118	1782.33	1988.23	1782.33	0.1459	0	92.6	100	99.2	90	21.3	114.4	38.13	0	994.57	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	755	2.21	60102	15752	1	98.82	3.82	1603	118	1583.33	1740.89	1583.33	0.055	0	99	96	100	90	21	89.6	29.87	0	1012.02	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	761	2.18	27622	10088	1	100	2.74	1024	104	1285.12	1592.17	1285.12	0.0001	0	99.8	100	100	90	19.29	79.7	26.57	0	990.7	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1362	2.25	91158	34628	13	100	2.63	1607	117	1427.39	2167.84	1427.39	0.8073	0	78.8	96	100	90	23.98	94.6	31.53	0	1018.47	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1378	2.31	158538	50256	1	100	3.15	1023	105	1877.21	2184.02	1877.21	0.0002	0	97.8	100	100	90	23.17	104.7	34.9	0	1006.09	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1152	2.18	26458	9243	1	100	2.86	1597	117	1277.62	1587.73	1277.62	0.0001	0	100	100	100	90	21.36	109.5	36.5	0	1003.77	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3132	2.27	115502	38337	11	69.89	3.01	1032	104	1715.77	2029.08	1715.77	0	0	98	100	96	90	21.46	89.7	29.9	0	1002.5	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1391.02	1545.42	1391.02	0.1461	0	94	100	96	90	19.79	104.4	34.8	0	992.96	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	680	2.17	17211	5999	1	96.97	2.87	1023	104	1253.7	1545.2	1253.7	0.0001	0	100	100	100	90	22.38	109.5	36.5	0	994.78	0	0.006	3	743	388	76	74.17	22895.14
vue	True	1393	2.23	76585	29349	1	100	2.61	1602	117	1551.8	1896.3	1551.8	0.0001	0	99	100	100	90	20.01	89.7	29.9	0	1000.5	0	-0.003	11	677	217	57	686.46	10853.47
