framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1903.31	2064.83	1903.31	0.0002	31	98	100	100	90	18.66	124.4	41.47	0	1009.19	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	14446	2.4	239051	74575	3	92.72	3.21	11029	227	2119.55	2595.92	2119.55	0.0001	30.8	95	100	100	90	16.98	44.8	14.93	0	998.1	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1155	2.26	100009	34722	1	99.5	2.88	1589	118	1735.39	1937.44	1735.39	0.1459	0	93	100	99.2	90	20.13	134.4	44.8	0	1009.07	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	741	2.21	60102	15752	1	98.82	3.82	1599	117	1595.55	1706.09	1595.55	0.055	0	99	96	100	90	18.98	144.3	48.1	0	991.6	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	730	2.18	27622	10088	1	100	2.74	1023	104	1264.1	1575.65	1264.1	0.0001	0	100	100	100	90	19.29	119.5	39.83	0	994.48	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1328	2.25	91158	34628	13	100	2.63	1620	117	1425.49	2164.75	1425.49	1.0093	0	73.8	96	100	90	19.32	149.1	49.7	0	1006.96	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1386	2.31	158538	50256	1	100	3.15	1022	104	1874.56	2178.74	1874.56	0.0001	0	97.8	100	100	90	14.36	19.9	6.63	0	990.47	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1089	2.18	26458	9243	1	100	2.86	1599	117	1312.79	1591.38	1312.79	0.0001	0	99.8	100	100	90	20.49	119.4	39.8	0	991.06	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3106	2.27	115502	38339	11	69.89	3.01	1029	104	1706.31	2056.32	1706.31	0	0	98	100	96	90	19.59	124.3	41.43	0	986.78	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1403.18	1550.5	1403.18	0.146	0	94	100	96	90	18.96	124.4	41.47	0	1007.05	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	645	2.17	17211	5999	1	96.97	2.87	1023	104	1255.97	1554.95	1255.97	0.0001	0.4	100	100	100	90	18.96	109.2	36.4	0	980.82	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1348	2.23	76585	29349	1	100	2.61	1604	117	1561.06	1908.59	1561.06	0.0001	0.2	99	100	100	90	21.07	49.7	16.57	0	990.67	0	-0.002	11	677	217	57	686.46	10853.47
