framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.61	2013.97	1757.61	0.0002	27	98.2	100	100	90	19.75	49.8	16.6	0	1022.82	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14771	2.39	221175	67399	2	92.13	3.28	10868	260	1955.56	2485.54	1955.56	0.0001	27.2	96	100	100	90	14.3	29.9	14.93	0	1016.7	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1238	2.26	100009	34722	1	99.5	2.88	1612	119	1840.37	2022.85	1840.37	0.1459	0.2	92	100	99.2	90	18.34	74.7	24.9	0	1001.12	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	757	2.21	60102	15752	1	98.82	3.82	1598	117	1541.18	1854.48	1541.18	0.055	2.4	99	96	100	90	18.37	64.7	21.57	0	1007.73	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	792	2.18	27622	10088	1	100	2.74	1024	104	1364.91	1674.26	1364.91	0.0001	0	99.4	100	100	90	18.38	44.8	8.3	0	1015.51	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1373	2.25	91158	34628	13	100	2.63	1598	117	1373.21	2127.77	1373.21	0.8056	0	79	96	100	90	19.77	74.7	24.9	0	1006.37	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1348	2.31	158538	50256	1	100	3.15	1023	105	1960.64	2265.97	1960.64	0.0002	0	97	100	100	90	19.56	79.7	28.23	0	1013.09	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1129	2.18	26458	9243	1	100	2.86	1589	116	1387.95	1549.53	1387.95	0.0001	0	99.6	100	100	90	19.59	79.7	26.57	0	998.88	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3204	2.27	115504	38338	11	69.89	3.01	1024	104	1667.92	2085.36	1667.92	0	0	98.2	100	96	90	18.39	44.8	14.93	0	980.51	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.11	1545.21	1246.11	0.146	0	94	100	96	90	15.66	10	3.33	0	1017.64	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	675	2.17	17211	5999	1	96.97	2.87	1023	105	1210.89	1395.73	1210.89	0.0001	0	100	100	100	90	16.61	49.8	16.6	0	1004.85	0	0.006	3	743	388	76	74.17	22895.14
vue	True	1405	2.23	76585	29349	1	100	2.61	1601	117	1660.58	1856.87	1660.58	0.0001	0	99	100	100	90	17.98	29.9	9.97	0	1015.29	0	-0.003	11	677	217	57	686.46	10853.47
