framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1364.94	1892.26	1364.94	0.0003	16.2	99.2	100	100	90	19.86	144.5	48.17	0	984.7	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	12984	2.4	239051	74575	3	92.72	3.21	10224	220	2107.6	2635.6	2107.6	0.0001	24.2	95	100	100	90	17.81	134.5	44.83	0	981.23	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1087	2.26	100009	34722	1	99.5	2.88	1550	115	1809.02	1978.52	1809.02	0.1459	0	92	100	99.2	90	20.75	124.6	41.53	0	973.04	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	665	2.21	60102	15752	1	98.82	3.82	1554	115	1508.4	1846.59	1508.4	0.055	0.4	99	96	100	90	19.51	144.6	48.2	0	986.76	0	0	8	1310	955	84	246.73	46709.68
preact	True	673	2.18	27622	10088	1	100	2.74	1020	104	1359.81	1664.71	1359.81	0.0001	0	99.8	100	100	90	16.19	134.6	44.87	0	982.93	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1226	2.25	91158	34628	13	100	2.63	1543	114	1432.23	2124.46	1432.23	0.5995	0	84	96	100	90	15.65	134.5	44.83	0	997.44	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1201	2.31	158538	50256	1	100	3.15	1020	105	1939.03	2243.35	1939.03	0.0002	21.6	97	100	100	90	17.13	134.6	44.87	0	969.44	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	999	2.18	26458	9243	1	100	2.86	1544	114	1355.02	1534.94	1355.02	0.0001	0.4	100	100	100	90	15.48	134.5	44.83	0	981.13	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2855	2.27	115504	38339	11	69.89	3.01	1032	104	1666.6	2114.81	1666.6	0	0	98	100	96	90	15.36	129.7	43.23	0	974	0	0.015	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1219.7	1526.27	1219.7	0.146	0	94	100	96	90	17.66	144.6	48.2	0	988.85	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	595	2.17	17211	5999	1	96.97	2.87	1021	104	1209.09	1388.63	1209.09	0.0001	0	100	100	100	90	14.61	139.7	46.57	0	963.14	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1229	2.23	76585	29349	1	100	2.61	1553	116	1656.31	1847.26	1656.31	0.0001	0	99	100	100	90	17.68	124.5	41.5	0	986.72	0	-0.004	11	677	217	57	686.46	10853.47
