framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1366.75	2001.14	1366.75	0.0003	18.8	99	100	100	90	19.24	134.7	44.9	0	977.88	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	12970	2.4	239051	74575	3	92.72	3.21	10383	226	2105.86	2631.39	2105.86	0.0001	22.6	95	100	100	90	19.36	109.5	19.08	0	975.16	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1108	2.26	100009	34722	1	99.5	2.88	1581	117	1811.56	1980.24	1811.56	0.1459	0	92	100	99.2	90	19.21	109.7	36.57	0	966.11	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	684	2.21	60102	15752	1	98.82	3.82	1571	116	1504.72	1842.87	1504.72	0.055	0	99	96	100	90	17.52	99.7	33.23	0	962.66	0	0	8	1310	955	84	246.73	46709.68
preact	True	656	2.18	27622	10088	1	100	2.74	1022	104	1359.42	1634.12	1359.42	0.0001	0	99.8	100	100	90	13.17	104.7	34.9	0	965.3	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1274	2.25	91158	34628	13	100	2.63	1578	115	1461.82	2121.19	1461.82	1.0091	0	74	96	100	90	17.46	109.7	36.57	0	968.89	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1244	2.31	158538	50256	1	100	3.15	1021	105	1940.18	2243.46	1940.18	0.0001	45.6	96.4	100	100	90	19.02	69.8	23.27	0	964.94	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	989	2.18	26458	9243	1	100	2.86	1578	116	1355.45	1535.98	1355.45	0.0001	0	100	100	100	90	18.27	74.8	24.93	0	964.54	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2855	2.27	115502	38336	11	69.89	3.01	1029	104	1664.52	2083.07	1664.52	0	0	98.2	100	96	90	18.56	64.9	21.63	0	950.11	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1214.19	1518.92	1214.19	0.146	0	94	100	96	90	18.32	104.6	34.87	0	960.03	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	601	2.17	17211	5999	1	96.97	2.87	1022	105	1217.45	1386.37	1217.45	0.0001	0	100	100	100	90	17.39	119.6	39.87	0	954.95	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1248	2.23	76585	29349	1	100	2.61	1591	119	1655.95	1845.72	1655.95	0.0001	0	99	100	100	90	18.15	44.9	14.97	0	960.84	0	-0.004	11	677	217	57	686.46	10853.47
