framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1360.88	1886.03	1360.88	0.0003	21.7	99.2	100	100	90	16.42	0	0	0	979.44	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	13891	2.4	239051	74575	3	92.72	3.21	10899	220	2104.21	2573.92	2104.21	0.0001	27.6	95.4	100	100	90	14.97	0	0	0	974.64	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1179	2.26	100009	34722	1	99.5	2.88	1583	118	1810.97	1980.85	1810.97	0.1459	0	92	100	99.2	90	15.04	0	0	0	968.4	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	727	2.21	60102	15752	1	98.82	3.82	1582	117	1506.55	1845.42	1506.55	0.055	0.2	99	96	100	90	16.1	0	0	0	963.75	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	746	2.18	27622	10088	1	100	2.74	1023	104	1355.29	1657.94	1355.29	0.0001	0	100	100	100	90	14.62	0	0	0	963.38	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1316	2.25	91158	34628	13	100	2.63	1600	116	1416.73	2122.9	1416.73	0.8074	0	79	96	100	90	14.29	0	0	0	971.07	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1294	2.31	158538	50256	1	100	3.15	1027	105	1943.38	2247.47	1943.38	0.0001	30	96.8	100	100	90	16.62	0	0	0	966.47	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1112	2.18	26458	9243	1	100	2.86	1593	116	1355.72	1537.97	1355.72	0.0001	0	100	100	100	90	14.75	0	0	0	965.13	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3109	2.27	115504	38342	11	69.89	3.01	1024	104	1665.16	2113.73	1665.16	0	0	98	100	96	90	16.2	0	0	0	949.99	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1216.91	1522.54	1216.91	0.1461	0	94	100	96	90	16.34	0	0	0	964.07	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	653	2.17	17211	5999	1	96.97	2.87	1023	104	1216.46	1391.89	1216.46	0.0001	0	100	100	100	90	14.85	0	0	0	954.54	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1334	2.23	76585	29349	1	100	2.61	1585	118	1656.96	1848.64	1656.96	0.0001	0	99	100	100	90	17.35	0	0	0	965.15	0	-0.001	11	677	217	57	686.46	10853.47
