framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1684.69	2052.09	1684.69	0.0002	22.6	98.4	100	100	90	56.59	74.6	24.87	0	1005.07	0	0.039	3	444	299	68	83.56	13776.09
angular	True	13969	2.4	239051	74575	3	92.72	3.21	10926	224	2129.28	2511.32	2129.28	0.0001	30.2	95.4	100	100	90	14.99	5	1.67	0	971.82	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1189	2.26	100009	34722	1	99.5	2.88	1598	118	1732.75	1867.36	1732.75	0.1459	0.1	92.8	100	99.2	90	12.77	0	0	0	959.84	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	739	2.21	60102	15752	1	98.82	3.82	1597	117	1579.3	1730.65	1579.3	0.055	0	99	96	100	90	46.54	49.8	19.93	0	978.46	0	0.029	8	1310	955	84	246.73	46709.68
preact	True	741	2.18	27622	10088	1	100	2.74	1023	104	1295.33	1602.2	1295.33	0.0001	0	99.6	100	100	90	14.62	5	1.67	0	959.97	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1326	2.25	91158	34628	13	100	2.63	1601	117	1416.15	2121.54	1416.15	0.6055	5.25	84	96	100	90	13.4	0	0	0	965.57	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1291	2.31	158538	50256	1	100	3.15	1022	105	1902.27	2206.11	1902.27	0.0001	50.9	96.6	100	100	90	12.8	0	0	0	965.17	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1116	2.18	26458	9243	1	100	2.86	1587	117	1319.69	1502.54	1319.69	0.0001	0	100	100	100	90	15.46	10	3.33	0	961.98	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3108	2.27	115502	38339	11	69.89	3.01	1024	104	1708.06	2018.91	1708.06	0	0	98	100	96	90	13.85	0	0	0	945.87	0	0.014	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1394.34	1521.52	1394.34	0.146	0	94	100	96	90	48.39	54.7	19.9	0	986.97	0	0.047	3	560	426	74	71.69	20768.9
vanjs	True	649	2.17	17211	5999	1	96.97	2.87	1023	104	1250.28	1541.37	1250.28	0.0001	0	100	100	100	90	39.92	49.9	9.15	0	968.18	0	0.04	3	743	388	76	74.17	22895.14
vue	True	1356	2.23	76585	29349	1	100	2.61	1598	116	1614.61	1866.32	1614.61	0.0001	0	99	100	100	90	15.68	0	0	0	956.68	0	-0.003	11	677	217	57	686.46	10853.47
