framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1761.54	2018.72	1761.54	0.0002	33	98.2	100	100	90	18.82	89.6	29.87	0	1004.44	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14596	2.4	239051	74575	3	92.72	3.21	11286	229	2106.35	2614.92	2106.35	0.0001	35.5	95.2	100	100	90	19.16	89.6	29.87	0	1020.25	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1264	2.26	100009	34722	1	99.5	2.88	1618	118	1829.87	2035.4	1829.87	0.1459	0	92	100	99.2	90	18.99	79.6	26.53	0	1015.27	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	773	2.21	60102	15752	1	98.82	3.82	1609	118	1553.99	1862.58	1553.99	0.055	2.2	99	96	100	90	19.55	69.5	23.17	0	1013.61	0	0.002	8	1310	955	84	246.73	46709.68
preact	True	790	2.18	27622	10088	1	100	2.74	1024	104	1361.71	1639.37	1361.71	0.0001	0	99.6	100	100	90	19.64	119.5	20.75	0	1001.04	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1402	2.25	91158	34628	13	100	2.63	1613	117	1419.04	2129.9	1419.04	1.0338	0	74	96	100	90	20.12	124.3	41.43	0	1000.96	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1411	2.31	158538	50256	1	100	3.15	1024	105	1973.09	2272.94	1973.09	0.0001	0	97	100	100	90	18.66	74.6	24.87	0	1007.39	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1207	2.18	26458	9243	1	100	2.86	1588	117	1393.44	1548.77	1393.44	0.0001	1.4	99.2	100	100	90	20.15	99.7	33.23	0	1001.42	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3283	2.27	115504	38341	11	69.89	3.01	1024	105	1673.18	2059.87	1673.18	0	0	98.2	100	96	90	19.84	99.6	33.2	0	985.48	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.9	1542.94	1250.9	0.1461	0	94	100	96	90	18.98	69.6	23.2	0	996.71	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	690	2.17	17211	5999	1	96.97	2.87	1026	105	1212.75	1398.33	1212.75	0.0001	0	100	100	100	90	20.14	134.3	44.77	0	1002.6	0	0.006	3	743	388	76	74.17	22895.14
vue	True	1438	2.23	76585	29349	1	100	2.61	1613	118	1658.72	1856.88	1658.72	0.0001	0.4	99	100	100	90	19.13	94.6	31.53	0	998.3	0	-0.004	11	677	217	57	686.46	10853.47
