framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1801.38	2070.61	1801.38	0.0002	30.8	98.2	100	100	90	20.64	124.5	41.5	0	1016.99	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14252	2.4	239051	74575	3	92.72	3.21	11015	223	2124.82	2598.62	2124.82	0.0001	31.6	95	100	100	90	16.3	89.7	29.9	0	1019.36	0	-0.001	13	868	474	85	604.86	29635.29
jquery	True	1219	2.26	100009	34722	1	99.5	2.88	1608	117	1747.07	1953.79	1747.07	0.1459	0	92.8	100	99.2	90	15.45	99.7	33.23	0	1008.51	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	755	2.21	60102	15752	1	98.82	3.82	1610	118	1592.26	1718.73	1592.26	0.055	1.4	99	96	100	90	16.15	124.5	41.5	0	1011.32	0	0.002	8	1310	955	84	246.73	46709.68
preact	True	765	2.18	27622	10088	1	100	2.74	1023	104	1320.6	1627.9	1320.6	0.0001	0	99.8	100	100	90	15.6	129.5	43.17	0	986.16	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1341	2.25	91158	34628	13	100	2.63	1605	117	1426.24	2167.29	1426.24	1.0091	0	73.8	96	100	90	16.56	64.5	21.5	0	1014.63	0	-0.002	16	754	414	83	862.46	26425.59
react	True	1353	2.31	158538	50256	1	100	3.15	1023	105	1858.73	2164.49	1858.73	0.0002	0	98	100	100	90	15.48	114.5	38.17	0	1004.02	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1128	2.18	26458	9243	1	100	2.86	1593	117	1299.47	1578.81	1299.47	0.0001	0	100	100	100	90	15.01	119.3	39.77	0	1001.9	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3171	2.27	115504	38339	11	69.89	3.01	1024	104	1713.58	2028.64	1713.58	0	0	98	100	96	90	16.8	94.6	31.53	0	975.89	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1406.69	1546.25	1406.69	0.1461	0	94	100	96	90	16.49	99.6	33.2	0	991.48	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	679	2.17	17211	5999	1	96.97	2.87	1023	104	1253.71	1549.22	1253.71	0.0001	0	100	100	100	90	14.32	114.6	38.2	0	994.8	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1385	2.23	76585	29349	1	100	2.61	1614	117	1574.84	1891.26	1574.84	0.0001	0	99	100	100	90	15.96	94.4	31.47	0	990.59	0	-0.004	11	677	217	57	686.46	10853.47
