framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1461.82	1881.58	1461.82	0.0003	19.8	99	100	100	90	21.42	114.3	38.1	0	970	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14342	2.4	239051	74575	3	92.72	3.21	11013	225	2107	2522.49	2107	0.0001	32	95.8	100	100	90	21.01	129.5	22.42	0	984.44	0	-0.001	13	868	474	85	604.86	29635.29
jquery	True	1209	2.26	100009	34722	1	99.5	2.88	1596	117	1809.74	1980.22	1809.74	0.1459	0	92	100	99.2	90	20.41	99.2	33.07	0	957.93	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	743	2.21	60102	15752	1	98.82	3.82	1588	117	1506.07	1844.9	1506.07	0.055	4.2	99	96	100	90	20.36	99.6	33.2	0	959.51	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	759	2.18	27622	10088	1	100	2.74	1024	104	1363.99	1667.98	1363.99	0.0001	0	99.8	100	100	90	19.22	104.7	34.9	0	956.37	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1354	2.25	91158	34628	13	100	2.63	1617	117	1417.6	2126.72	1417.6	1.0091	0	74	96	100	90	19.55	99.6	33.2	0	965.41	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1376	2.31	158538	50256	1	100	3.15	1024	105	1944.93	2249.8	1944.93	0.0002	23.8	97	100	100	90	20.17	153.7	51.23	0	971.83	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1140	2.18	26458	9243	1	100	2.86	1604	117	1358.5	1542.15	1358.5	0.0001	0	99.8	100	100	90	18.89	94.6	31.53	0	956.52	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3186	2.27	115502	38340	11	69.89	3.01	1024	104	1667.82	2085.28	1667.82	0	0	98.2	100	96	90	20.04	109.6	36.53	0	948.95	0	0.016	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1212.21	1516.28	1212.21	0.146	0	94	100	96	90	20.66	119.5	39.83	0	957.62	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	659	2.17	17211	5999	1	96.97	2.87	1025	104	1213.74	1388.71	1213.74	0.0001	0	100	100	100	90	20.96	109.5	36.5	0	949.17	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1391	2.23	76585	29349	1	100	2.61	1571	117	1658.19	1850.88	1658.19	0.0001	0	99	100	100	90	21.05	119.5	39.83	0	954.32	0	-0.002	11	677	217	57	686.46	10853.47
