framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1697.14	2070.85	1697.14	0.0003	19.8	98.4	100	100	90	57.62	74.6	24.87	0	998.82	0	0.042	3	444	299	68	83.56	13776.09
angular	True	14614	2.4	239051	74575	3	92.72	3.21	11414	236	2129.87	2510.2	2129.87	0.0001	28	95.4	100	100	90	14.06	15	5	0	964.77	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1229	2.26	100009	34722	1	99.5	2.88	1609	119	1710.84	1752.45	1710.84	0.1459	0	93	100	99.2	90	14.61	29.9	9.97	0	962.81	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	785	2.21	60102	15752	1	98.82	3.82	1605	118	1578.79	1732.14	1578.79	0.055	0.4	99	96	100	90	47.92	64.8	18.27	0	978.48	0	0.029	8	1310	955	84	246.73	46709.68
preact	True	797	2.18	27622	10088	1	100	2.74	1027	104	1274.67	1579.61	1274.67	0.0001	0	100	100	100	90	15.02	5	1.67	0	955.17	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1360	2.25	91158	34628	13	100	2.63	1605	118	1431.61	2122.82	1431.61	0.413	0.38	88.8	96	100	90	14.2	5	1.67	0	964.34	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1362	2.31	158538	50256	1	100	3.15	1022	105	1863.7	2168.24	1863.7	0.0001	55.2	96.8	100	100	90	15.87	34.9	11.63	0	961.34	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1163	2.18	26458	9243	1	100	2.86	1587	117	1300.73	1544.29	1300.73	0.0001	0	100	100	100	90	14.62	5	1.67	0	953.62	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3184	2.27	115504	38337	11	69.89	3.01	1024	104	1708.17	2009.1	1708.17	0	0	98	100	96	90	14.32	5	1.67	0	947.53	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1393.45	1536.2	1393.45	0.146	0	94	100	96	90	51.95	54.8	16.62	0	986.2	0	0.053	3	560	426	74	71.69	20768.9
vanjs	True	698	2.17	17211	5999	1	96.97	2.87	1023	104	1252.82	1544.63	1252.82	0.0001	0	100	100	100	90	40.86	89.6	20.75	0	960.45	0	0.04	3	743	388	76	74.17	22895.14
vue	True	1415	2.23	76585	29349	1	100	2.61	1611	118	1591.56	1842.04	1591.56	0.0001	0	99	100	100	90	15.71	15	5	0	959.54	0	-0.003	11	677	217	57	686.46	10853.47
