framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1365.66	1893.5	1365.66	0.0003	15.7	99.2	100	100	90	13.43	0	0	0	973.71	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	13271	2.4	239051	74575	3	92.72	3.21	10273	228	2107.05	2637.57	2107.05	0.0001	27	95	100	100	90	12.87	10	2.5	0	976.12	0	-0.006	13	868	474	85	604.86	29635.29
jquery	True	1095	2.26	100009	34722	1	99.5	2.88	1568	117	1807.15	1976.32	1807.15	0.1459	0	92	100	99.2	90	14.61	39.9	13.3	0	965.89	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	672	2.21	60102	15752	1	98.82	3.82	1551	114	1516.94	1849.71	1516.94	0.055	0	99	96	100	90	15.32	10	3.33	0	964.27	0	0	8	1310	955	84	246.73	46709.68
preact	True	667	2.18	27622	10088	1	100	2.74	1022	104	1356.98	1630.48	1356.98	0.0001	0	100	100	100	90	15.22	10	3.33	0	966.72	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1231	2.25	91158	34628	13	100	2.63	1568	116	1385.64	2122.37	1385.64	0.999	0	74	96	100	90	14.73	25	8.33	0	973.3	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1250	2.31	158538	50256	1	100	3.15	1023	105	1937.76	2240.63	1937.76	0.0001	26.2	96.8	100	100	90	14.32	44.9	14.97	0	965.31	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1006	2.18	26458	9243	1	100	2.86	1557	115	1333.47	1541.2	1333.47	0.0001	0	100	100	100	90	14.32	30	10	0	964.98	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2883	2.27	115504	38339	11	69.89	3.01	1031	104	1663.34	2052.03	1663.34	0	0	98.4	100	96	90	13.26	39.8	13.27	0	948.96	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1219.74	1524.79	1219.74	0.1461	0	94	100	96	90	12.99	69.8	23.27	0	961.52	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	589	2.17	17211	5999	1	96.97	2.87	1021	104	1205.34	1381.81	1205.34	0.0001	0	100	100	100	90	15.24	10	3.33	0	957.55	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1267	2.23	76585	29349	1	100	2.61	1586	116	1655.91	1847.47	1655.91	0.0001	0	99	100	100	90	15.03	25	8.33	0	966.05	0	-0.004	11	677	217	57	686.46	10853.47
