framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1367.09	2008.19	1367.09	0.0003	29.6	99	100	100	90	17.69	74.8	24.93	0	984.73	0	0	3	444	299	68	83.56	13776.09
angular	True	15964	2.4	239051	74575	3	92.72	3.21	12405	263	2105.57	2499.56	2105.57	0.0001	41.2	95.8	100	100	90	15.54	64.8	21.6	0	994.69	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1325	2.26	100009	34722	1	99.5	2.88	1650	120	1813.1	1849.94	1813.1	0.1459	0.2	92.8	100	99.2	90	17.72	59.7	19.9	0	983.82	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	808	2.21	60102	15752	1	98.82	3.82	1649	120	1518.35	1856.32	1518.35	0.055	0	99	96	100	90	16.55	74.8	24.93	0	970.79	0	-0.002	8	1310	955	84	246.73	46709.68
preact	True	837	2.18	27622	10088	1	100	2.74	1026	105	1345.51	1650.67	1345.51	0.0001	0	99.8	100	100	90	16.93	74.7	13.28	0	980.46	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1480	2.25	91158	34628	13	100	2.63	1640	119	1418.11	2127.32	1418.11	0.6038	0	84	96	100	90	17.12	69.7	23.23	0	994.94	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1443	2.31	158538	50256	1	100	3.15	1024	106	1942.81	2246.82	1942.81	0.0001	47.8	96.2	100	100	90	16.95	39.8	13.27	0	985.68	0	-0.001	13	762	438	90	634.69	24213.69
solid	True	1214	2.18	26458	9243	1	100	2.86	1647	117	1359.02	1544.53	1359.02	0.0001	0	99.8	100	100	90	15.76	64.7	21.57	0	982.76	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3392	2.27	115502	38342	11	69.89	3.01	1026	105	1668.23	2085.62	1668.23	0	0	98.2	100	96	90	16.44	69.7	23.23	0	971.43	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1216.81	1377.21	1216.81	0.1461	0	94	100	96	90	15.55	59.8	19.93	0	974.52	0	-0.002	3	560	426	74	71.69	20768.9
vanjs	True	719	2.17	17211	5999	1	96.97	2.87	1026	105	1219.14	1398.22	1219.14	0.0001	0	100	100	100	90	32.18	39.8	13.27	0	962.39	0	0.015	3	743	388	76	74.17	22895.14
vue	True	1501	2.23	76585	29349	1	100	2.61	1647	119	1659.32	1855.97	1659.32	0.0001	0.8	99	100	100	90	16.8	59.8	19.93	0	985.54	0	-0.003	11	677	217	57	686.46	10853.47
