framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1364.68	2010.1	1364.68	0.0003	24.6	99	100	100	90	14.95	0	0	0	976.25	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14161	2.4	239051	74575	3	92.72	3.21	10872	223	2105.85	2578.18	2105.85	0.0001	29.4	95.4	100	100	90	14.6	10	3.33	0	975.45	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1196	2.26	100009	34722	1	99.5	2.88	1574	118	1807.86	1977.59	1807.86	0.1459	0	92	100	99.2	90	16	0	0	0	963.54	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	734	2.21	60102	15752	1	98.82	3.82	1586	118	1515.88	1850.31	1515.88	0.055	0.6	99	96	100	90	15.79	0	0	0	966.89	0	0.001	8	1310	955	84	246.73	46709.68
preact	True	744	2.18	27622	10088	1	100	2.74	1023	104	1364.66	1669	1364.66	0.0001	0	99.8	100	100	90	14.48	0	0	0	964.55	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1330	2.25	91158	34628	13	100	2.63	1611	116	1402.04	2124.04	1402.04	0.5935	0	84	96	100	90	16.18	0	0	0	971.41	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1344	2.31	158538	50256	1	100	3.15	1023	105	1954.02	2258.14	1954.02	0.0002	38.6	96.4	100	100	90	14.62	0	0	0	968.6	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1116	2.18	26458	9243	1	100	2.86	1580	117	1358.05	1542.68	1358.05	0.0001	0	100	100	100	90	14.79	0	0	0	963.46	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3125	2.27	115502	38337	11	69.89	3.01	1031	104	1667.17	2085.67	1667.17	0	2.2	98.2	100	96	90	15.08	0	0	0	951.4	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1215	1520	1215	0.1461	0	94	100	96	90	16.52	0	0	0	965.93	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	654	2.17	17211	5999	1	96.97	2.87	1024	104	1206.96	1385.65	1206.96	0.0001	0	100	100	100	90	17.97	0	0	0	956.39	0	0.007	3	743	388	76	74.17	22895.14
vue	True	1365	2.23	76585	29349	1	100	2.61	1577	117	1655.63	1849.44	1655.63	0.0001	0	99	100	100	90	14.75	0	0	0	965.29	0	-0.004	11	677	217	57	686.46	10853.47
