framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1370.67	1501.95	1370.67	0.0003	13.1	99.8	100	100	90	15.89	25	8.33	0	978.72	0	-0.002	3	444	299	68	83.56	13776.09
angular	True	13881	2.4	239051	74575	3	92.72	3.21	10804	223	2107.59	2485.79	2107.59	0.0001	24.4	96	100	100	90	14.41	29.9	5.82	0	980.51	0	-0.005	13	868	474	85	604.86	29635.29
jquery	True	1183	2.26	100009	34722	1	99.5	2.88	1585	118	1811.58	1949.83	1811.58	0.1459	0	92.2	100	99.2	90	16.19	79.7	26.57	0	974.17	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	760	2.21	60102	15752	1	98.82	3.82	1580	117	1509.53	1849.5	1509.53	0.055	0	99	96	100	90	19.07	34.8	11.6	0	961.86	0	0.004	8	1310	955	84	246.73	46709.68
preact	True	735	2.18	27622	10088	1	100	2.74	1023	104	1356.81	1660.22	1356.81	0.0001	0	100	100	100	90	13.64	10	3.33	0	968.77	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1314	2.25	91158	34628	13	100	2.63	1596	117	1386.75	2122.94	1386.75	0.8011	0	79	96	100	90	13.79	25	8.33	0	976.13	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1288	2.31	158538	50256	1	100	3.15	1023	105	1952.72	2257.18	1952.72	0.0002	29.4	96.8	100	100	90	15.97	69.7	23.23	0	974.06	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1108	2.18	26458	9243	1	100	2.86	1577	115	1368.38	1540.07	1368.38	0.0001	0	100	100	100	90	14.36	54.8	18.27	0	969.02	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3066	2.27	115504	38341	11	69.89	3.01	1032	104	1667.04	2054.61	1667.04	0	0	98.4	100	96	90	13.55	64.7	21.57	0	955.22	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1215.42	1460.56	1215.42	0.146	0	94	100	96	90	24.72	15	5	0	960.41	0	0.012	3	560	426	74	71.69	20768.9
vanjs	True	652	2.17	17211	5999	1	96.97	2.87	1023	105	1220.15	1388.12	1220.15	0.0001	0	100	100	100	90	23.57	49.8	16.6	0	953.8	0	0.011	3	743	388	76	74.17	22895.14
vue	True	1356	2.23	76585	29349	1	100	2.61	1581	117	1660.21	1852.91	1660.21	0.0001	0	99	100	100	90	13.89	15	5	0	971.89	0	-0.005	11	677	217	57	686.46	10853.47
