framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1563.16	2011.22	1563.16	0.0001	23.8	98.6	100	100	90	19.11	89.7	29.9	0	1016.23	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	14146	2.4	239051	74575	3	92.72	3.21	10981	230	2106.06	2639.89	2106.06	0.0001	30.8	95	100	100	90	18.23	94.5	16.58	0	1021.37	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1233	2.26	100009	34722	1	99.5	2.88	1607	117	1841.14	2023.72	1841.14	0.1459	0	92	100	99.2	90	19.48	69.8	23.27	0	1013.18	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	752	2.21	60102	15752	1	98.82	3.82	1589	118	1548.08	1854.53	1548.08	0.055	2.2	99	96	100	90	19.61	54.8	18.27	0	1015.29	0	0	8	1310	955	84	246.73	46709.68
preact	True	765	2.18	27622	10088	1	100	2.74	1024	104	1363.12	1674.38	1363.12	0.0001	0	99.4	100	100	90	19.47	44.8	14.93	0	1002.24	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1349	2.25	91158	34628	13	100	2.63	1593	117	1402.19	2125.58	1402.19	1.0091	0	74	96	100	90	20.09	69.7	12.45	0	1005.44	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1340	2.31	158538	50256	1	100	3.15	1023	105	1959.67	2264.5	1959.67	0.0002	0	97	100	100	90	15.04	54.8	18.27	0	999.7	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1132	2.18	26458	9243	1	100	2.86	1591	117	1382.77	1543.25	1382.77	0.0001	0	99.6	100	100	90	19.84	74.4	24.8	0	998.83	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3135	2.27	115504	38338	11	69.89	3.01	1023	104	1671.04	2118.03	1671.04	0	0	98	100	96	90	20	89.6	29.87	0	996.87	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.9	1542.07	1244.9	0.146	0	94	100	96	90	16.76	44.8	14.93	0	1013.65	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	670	2.17	17211	5999	1	96.97	2.87	1023	104	1212.77	1396.56	1212.77	0.0001	0	100	100	100	90	20.27	84.6	28.2	0	991.12	0	0.006	3	743	388	76	74.17	22895.14
vue	True	1366	2.23	76585	29349	1	100	2.61	1593	117	1658.23	1855.54	1658.23	0.0001	0	99	100	100	90	18.54	119.5	39.83	0	1019.75	0	-0.005	11	677	217	57	686.46	10853.47
