framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1367	1893.18	1367	0.0003	22.7	99.2	100	100	90	17.35	129.4	43.13	0	989.64	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14966	2.4	239051	74575	3	92.72	3.21	11679	236	2105.55	2638.93	2105.55	0.0001	30.7	95	100	100	90	17.46	119.5	39.83	0	972.07	0	-0.006	13	868	474	85	604.86	29635.29
jquery	True	1266	2.26	100009	34722	1	99.5	2.88	1616	118	1809.42	1980.33	1809.42	0.1459	0	92	100	99.2	90	16.2	144.1	48.03	0	967.9	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	781	2.21	60102	15752	1	98.82	3.82	1611	118	1514.89	1860.93	1514.89	0.055	3.2	99	96	100	90	17.02	139.5	46.5	0	967.7	0	-0.002	8	1310	955	84	246.73	46709.68
preact	True	792	2.18	27622	10088	1	100	2.74	1036	104	1357.92	1631.88	1357.92	0.0001	0	99.8	100	100	90	14.3	144.2	48.07	0	965.98	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1381	2.25	91158	34628	13	100	2.63	1613	116	1432.42	2126.72	1432.42	1.0091	0	74	96	100	90	18.12	134.4	44.8	0	964.32	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1388	2.31	158538	50256	1	100	3.15	1024	105	1945.98	2250.97	1945.98	0.0001	33.8	96.6	100	100	90	18.05	139.3	46.43	0	960.28	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1157	2.18	26458	9243	1	100	2.86	1599	118	1364.12	1543.08	1364.12	0.0001	0	99.8	100	100	90	18.97	139.3	46.43	0	961.49	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3243	2.27	115504	38339	11	69.89	3.01	1026	105	1666.63	2054.25	1666.63	0	0	98.4	100	96	90	17.51	129.1	43.03	0	944	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1218.28	1524.37	1218.28	0.146	0	94	100	96	90	18.46	144.3	48.1	0	962.48	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	698	2.17	17211	5999	1	96.97	2.87	1024	104	1219.85	1389.87	1219.85	0.0001	0	100	100	100	90	13.26	144	48	0	955.94	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1442	2.23	76585	29349	1	100	2.61	1618	117	1656.24	1850.37	1656.24	0.0001	0	99	100	100	90	17.88	139.2	46.4	0	963.4	0	-0.006	11	677	217	57	686.46	10853.47
