framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1688.11	1918.68	1688.11	0.0002	15.8	98.6	100	100	90	56.29	79.7	16.6	0	1005.16	0	0.04	3	444	299	68	83.56	13776.09
angular	True	12873	2.4	239051	74575	3	92.72	3.21	12108	263	2159.16	2551.94	2159.16	0.0001	43.1	95	100	100	90	14.62	15	5	0	972.42	0	-0.002	13	868	474	85	604.86	29635.29
jquery	True	1264	2.26	100009	34722	1	99.5	2.88	1633	118	1791.63	1974.25	1791.63	0.1459	0	92.4	100	99.2	90	13.03	30	10	0	966.56	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	773	2.21	60102	15752	1	98.82	3.82	1657	117	1607.44	1708.67	1607.44	0.055	0	99	96	100	90	45.96	54.8	14.97	0	979.59	0	0.028	8	1310	955	84	246.73	46709.68
preact	True	759	2.18	27622	10088	1	100	2.74	1025	105	1270.04	1570.46	1270.04	0.0001	0	100	100	100	90	14.91	54.8	18.27	0	961.04	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1370	2.25	91158	34628	13	100	2.63	1651	116	1436.13	2202.45	1436.13	0.6164	0	83.4	96	100	90	12.54	49.8	16.6	0	965.78	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1195	2.31	158538	50256	1	100	3.15	1024	106	1872.22	2176.53	1872.22	0.0001	39.2	97.4	100	100	90	14.4	24.9	8.3	0	962.87	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1122	2.18	26458	9243	1	100	2.86	1656	117	1292.17	1535.86	1292.17	0.0001	0	100	100	100	90	12.56	20	6.67	0	964.19	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2984	2.27	115504	38340	11	69.89	3.01	1025	105	1726.6	2029.64	1726.6	0	0	98	100	96	90	14.45	10	3.33	0	953.63	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1396.87	1527.09	1396.87	0.146	0	94	100	96	90	50.22	49.8	11.63	0	988.74	0	0.053	3	560	426	74	71.69	20768.9
vanjs	True	687	2.17	17211	5999	1	96.97	2.87	1025	105	1258.38	1541.15	1258.38	0.0001	0	100	100	100	90	42.96	44.9	10.8	0	968.48	0	0.044	3	743	388	76	74.17	22895.14
vue	True	1427	2.23	76585	29349	1	100	2.61	1660	118	1612.16	1860.25	1612.16	0.0001	0	99	100	100	90	13.27	54.9	18.3	0	962.01	0	-0.005	11	677	217	57	686.46	10853.47
