framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1361.46	1887.84	1361.46	0.0003	11.5	99.2	100	100	90	20.02	64.8	21.6	0	999.5	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	12857	2.4	239051	74575	3	92.72	3.21	9969	219	2106.28	2603.22	2106.28	0.0001	23.8	95.2	100	100	90	21.73	94.7	31.57	0	996.02	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1064	2.26	100009	34722	1	99.5	2.88	1551	116	1810.82	1981.64	1810.82	0.1459	0	92	100	99.2	90	19.64	69.8	23.27	0	982.77	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	644	2.21	60102	15752	1	98.82	3.82	1539	115	1512.03	1842.24	1512.03	0.055	0	99	96	100	90	19.42	54.8	18.27	0	972.78	0	0	8	1310	955	84	246.73	46709.68
preact	True	682	2.18	27622	10088	1	100	2.74	1020	104	1364.81	1669.32	1364.81	0.0001	0	99.8	100	100	90	17.07	49.8	16.6	0	983.55	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1205	2.25	91158	34628	13	100	2.63	1553	115	1432.64	2122.72	1432.64	0.6038	0	84	96	100	90	23.18	74.8	24.93	0	981.2	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1206	2.31	158538	50256	1	100	3.15	1021	105	1947.66	2251.78	1947.66	0.0002	66	95.6	100	100	90	19.51	69.8	23.27	0	979.28	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	997	2.18	26458	9243	1	100	2.86	1547	113	1331.54	1537.71	1331.54	0.0001	0	100	100	100	90	16.34	49.9	16.63	0	986.03	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2886	2.27	115502	38341	11	69.89	3.01	1021	104	1666.25	2032.31	1666.25	0	0.3	98.6	100	96	90	16.03	59.8	19.93	0	976.18	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1215.49	1520.65	1215.49	0.1461	0	94	100	96	90	20.36	84.8	28.27	0	981.63	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	581	2.17	17211	5999	1	96.97	2.87	1021	104	1213.55	1386.23	1213.55	0.0001	0	100	100	100	90	18.81	64.8	21.6	0	963.95	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1246	2.23	76585	29349	1	100	2.61	1549	115	1657.56	1849.54	1657.56	0.0001	0	99	100	100	90	17.61	59.8	19.93	0	976.5	0	-0.003	11	677	217	57	686.46	10853.47
