framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1360.99	1644.12	1360.99	0.0003	12.6	99.6	100	100	90	57.97	69.7	22.42	0	994.63	0	0.042	3	444	299	68	83.56	13776.09
angular	True	13975	2.4	239051	74575	3	92.72	3.21	10843	222	2123.33	2503.4	2123.33	0.0001	24.7	95.6	100	100	90	16.46	49.7	9.12	0	975.13	0	-0.002	13	868	474	85	604.86	29635.29
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1595	118	1738.12	1819.5	1738.12	0.1459	0	92.8	100	99.2	90	15.19	54.8	18.27	0	960.97	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	740	2.21	60102	15752	1	98.82	3.82	1593	117	1577.19	1730.15	1577.19	0.055	0	99	96	100	90	46.52	64.8	19.93	0	973.44	0	0.046	8	1310	955	84	246.73	46709.68
preact	True	740	2.18	27622	10088	1	100	2.74	1024	104	1293.17	1597.45	1293.17	0.0001	0	100	100	100	90	14.45	29.9	9.97	0	954.3	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1310	2.25	91158	34628	13	100	2.63	1610	117	1415.72	2120.55	1415.72	0.8057	0	79	96	100	90	17.21	34.9	11.63	0	963.65	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1300	2.31	158538	50256	1	100	3.15	1023	105	1923.41	2228.32	1923.41	0.0001	29.1	97	100	100	90	14.22	59.7	19.9	0	957.21	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1114	2.18	26458	9243	1	100	2.86	1586	116	1297.27	1570.3	1297.27	0.0001	0	100	100	100	90	14.4	49.8	16.6	0	949.16	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3077	2.27	115504	38334	11	69.89	3.01	1023	104	1698.17	2039.53	1698.17	0	0	98	100	96	90	15.68	64.8	21.6	0	939.6	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1395.09	1531.79	1395.09	0.146	0	94	100	96	90	48.92	39.9	10.8	0	984.1	0	0.05	3	560	426	74	71.69	20768.9
vanjs	True	648	2.17	17211	5999	1	96.97	2.87	1023	104	1244.09	1513.29	1244.09	0.0001	0	100	100	100	90	41.76	69.8	16.62	0	960.96	0	0.041	3	743	388	76	74.17	22895.14
vue	True	1344	2.23	76585	29349	1	100	2.61	1583	117	1570.7	1882.46	1570.7	0.0001	0	99	100	100	90	15.8	74.8	24.93	0	957.11	0	-0.002	11	677	217	57	686.46	10853.47
