framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1492.83	1913.82	1492.83	0.0003	21.8	99	100	100	90	15.94	49.8	16.6	0	987.1	0	-0.002	3	444	299	68	83.56	13776.09
angular	True	14025	2.4	239051	74575	3	92.72	3.21	10841	221	2107.35	2491.62	2107.35	0.0001	30.6	96	100	100	90	15.8	69.8	12.47	0	996.98	0	-0.003	13	868	474	85	604.86	29635.29
jquery	True	1192	2.26	100009	34722	1	99.5	2.88	1582	117	1809.81	1914.68	1809.81	0.1459	0	92.4	100	99.2	90	15.49	34.9	11.63	0	982.83	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	740	2.21	60102	15752	1	98.82	3.82	1575	118	1513.61	1844.91	1513.61	0.055	0	99	96	100	90	15.68	69.8	23.27	0	969.22	0	-0.004	8	1310	955	84	246.73	46709.68
preact	True	747	2.18	27622	10088	1	100	2.74	1023	104	1359.69	1664.54	1359.69	0.0001	0	100	100	100	90	16.36	64.8	21.6	0	979.73	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1337	2.25	91158	34628	13	100	2.63	1595	116	1431.17	2122.59	1431.17	0.6073	6.6	84	96	100	90	15.75	64.8	21.6	0	992.35	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1312	2.31	158538	50256	1	100	3.15	1022	104	1978.21	2313.51	1978.21	0.0001	320.4	91.4	100	100	90	15.48	59.8	19.93	0	987.79	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1125	2.18	26458	9243	1	100	2.86	1563	117	1333.11	1540.76	1333.11	0.0001	0	100	100	100	90	17.37	24.9	8.3	0	982.37	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3077	2.27	115504	38339	11	69.89	3.01	1033	104	1663.87	2052.53	1663.87	0	2.2	98.4	100	96	90	15.1	39.8	13.27	0	971.41	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1216.32	1371.76	1216.32	0.1461	0	94	100	96	90	29.18	64.8	21.6	0	977.16	0	0.014	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1023	104	1208.9	1386.95	1208.9	0.0001	0	100	100	100	90	32.71	59.8	19.93	0	964.88	0	0.016	3	743	388	76	74.17	22895.14
vue	True	1339	2.23	76585	29349	1	100	2.61	1591	117	1657.89	1851.03	1657.89	0.0001	0	99	100	100	90	15.14	64.8	21.6	0	984.14	0	-0.005	11	677	217	57	686.46	10853.47
