framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1461.51	2009.19	1461.51	0.0003	20.6	98.8	100	100	90	15.17	30	10	0	977.89	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13848	2.4	239051	74575	3	92.72	3.21	10965	227	2105.39	2636.49	2105.39	0.0001	28.4	95	100	100	90	14.63	20	4.17	0	975.79	0	-0.004	13	868	474	85	604.86	29635.29
jquery	True	1180	2.26	100009	34722	1	99.5	2.88	1612	118	1810.11	1982.97	1810.11	0.1459	0	92	100	99.2	90	14.97	20	6.67	0	969.01	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	739	2.21	60102	15752	1	98.82	3.82	1602	117	1510.11	1850.96	1510.11	0.055	0.4	99	96	100	90	15.72	20	6.67	0	962.32	0	0	8	1310	955	84	246.73	46709.68
preact	True	744	2.18	27622	10088	1	100	2.74	1023	104	1362.72	1665.47	1362.72	0.0001	0	99.8	100	100	90	14.39	19.9	6.63	0	962.63	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1311	2.25	91158	34628	13	100	2.63	1604	118	1431.49	2123.34	1431.49	0.8058	0	79	96	100	90	15.23	54.8	18.27	0	967.91	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1301	2.31	158538	50256	1	100	3.15	1023	105	1941.63	2244.75	1941.63	0.0002	33.2	96.6	100	100	90	15.91	5	1.67	0	966.49	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1103	2.18	26458	9243	1	100	2.86	1594	117	1360.2	1536.91	1360.2	0.0001	0	100	100	100	90	14.84	5	1.67	0	963.02	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3064	2.27	115504	38339	11	69.89	3.01	1025	104	1665.51	2113.29	1665.51	0	0	98	100	96	90	16.07	34.8	11.6	0	949.37	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1212.26	1516.35	1212.26	0.146	0	94	100	96	90	14.16	49.8	16.6	0	957.06	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	649	2.17	17211	5999	1	96.97	2.87	1023	104	1205.72	1382.97	1205.72	0.0001	0	100	100	100	90	19.31	25	5	0	960.49	0	0.008	3	743	388	76	74.17	22895.14
vue	True	1350	2.23	76585	29349	1	100	2.61	1604	118	1634.02	1847.73	1634.02	0.0001	0	99	100	100	90	14.52	5	1.67	0	959.47	0	-0.004	11	677	217	57	686.46	10853.47
