framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1366.14	1884.68	1366.14	0.0003	18.9	99.2	100	100	90	20.26	104.6	34.87	0	975.29	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14265	2.4	239051	74575	3	92.72	3.21	11079	225	2105.69	2579.13	2105.69	0.0001	30.7	95.4	100	100	90	21.13	109.5	19.08	0	970.65	0	-0.002	13	868	474	85	604.86	29635.29
jquery	True	1199	2.26	100009	34722	1	99.5	2.88	1593	118	1809.9	1981.25	1809.9	0.1459	0	92	100	99.2	90	19.43	114.4	38.13	0	962	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	736	2.21	60102	15752	1	98.82	3.82	1584	119	1508.76	1848.94	1508.76	0.055	0	99	96	100	90	18.7	69.7	23.23	0	958.49	0	0	8	1310	955	84	246.73	46709.68
preact	True	783	2.18	27622	10088	1	100	2.74	1023	104	1358.56	1632.84	1358.56	0.0001	0	99.8	100	100	90	19.97	119.4	39.8	0	960.48	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1329	2.25	91158	34628	13	100	2.63	1607	118	1416.66	2124.13	1416.66	0.993	0	74	96	100	90	19.7	109.5	36.5	0	971.55	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1353	2.31	158538	50256	1	100	3.15	1023	105	1943.25	2247.58	1943.25	0.0002	27.2	96.8	100	100	90	20.66	104.5	34.83	0	962.54	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1125	2.18	26458	9243	1	100	2.86	1612	117	1369.5	1540.85	1369.5	0.0001	0	99.8	100	100	90	19.45	124.3	41.43	0	962.91	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3073	2.27	115504	38340	11	69.89	3.01	1028	104	1665.34	2083.15	1665.34	0	0.4	98.2	100	96	90	18.68	114.2	38.07	0	943.91	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1218.81	1525.08	1218.81	0.146	0	94	100	96	90	16.02	114.5	38.17	0	957.97	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	658	2.17	17211	5999	1	96.97	2.87	1023	104	1212.65	1386.07	1212.65	0.0001	0	100	100	100	90	20.44	99.6	33.2	0	952.34	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1428	2.23	76585	29349	1	100	2.61	1601	118	1627.03	1848.54	1627.03	0.0001	0	99	100	100	90	16.74	144.2	48.07	0	957.96	15	-0.005	11	677	217	57	686.46	10853.47
