framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1369.5	1902.93	1369.5	0.0003	22.8	99.2	100	100	90	16.74	94.6	31.53	0	984.59	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	14174	2.39	222256	67534	2	91.68	3.29	10949	261	1954	2480.2	1954	0.0001	24.2	96	100	100	90	17.16	89.7	29.9	0	989.88	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1213	2.26	100009	34722	1	99.5	2.88	1608	119	1826.96	2026.64	1826.96	0.1459	0	92	100	99.2	90	16.8	119.6	39.87	0	975.67	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	760	2.21	60102	15752	1	98.82	3.82	1618	118	1545.36	1849.54	1545.36	0.055	0.8	99	96	100	90	16.44	64.7	21.57	0	984.25	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1180.52	1700.7	1180.52	0.0002	0	100	100	100	100	16.04	59.7	19.9	0	963.2	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	778	2.18	27622	10088	1	100	2.74	1024	104	1364.79	1676.18	1364.79	0.0001	0	99.4	100	100	90	16.58	84.6	28.2	0	965.36	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1338	2.25	91158	34628	13	100	2.63	1624	117	1432.29	2125.2	1432.29	0.8074	0	79	96	100	90	18.04	94.7	31.57	0	986.33	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1345	2.31	158538	50256	1	100	3.15	1023	105	1940.46	2244.8	1940.46	0.0002	51.2	96	100	100	90	18.43	59.7	19.9	0	973.44	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1139	2.18	26458	9243	1	100	2.86	1611	116	1358.06	1542.3	1358.06	0.0001	0	99.8	100	100	90	18.54	74.7	24.9	0	973.58	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3136	2.27	117670	38610	11	68.6	3.05	1029	104	1664.72	2113.37	1664.72	0	0	98	100	96	90	17.91	94.7	31.57	0	963.73	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.63	1543.51	1245.63	0.146	0	94	100	96	90	17.99	109.6	36.53	0	981.36	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	677	2.17	17211	5999	1	96.97	2.87	1023	104	1211.99	1394.58	1211.99	0.0001	0	100	100	100	90	18.39	89.6	29.87	0	956.98	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1405	2.23	76585	29349	1	100	2.61	1605	117	1657.46	1851.59	1657.46	0.0001	0	99	100	100	90	16.6	114.5	38.17	0	966.72	0	-0.006	11	677	217	57	686.46	10853.47
