framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1751.26	2003.04	1751.26	0.0001	6.8	98.2	100	100	90	18.87	104.6	34.87	0	1016.52	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	11111	2.39	222256	67534	2	91.68	3.29	8404	204	1955.16	2466.14	1955.16	0.0001	8.4	96	100	100	90	15.09	34.9	6.65	0	995.87	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	920	2.26	100009	34722	1	99.5	2.88	1473	115	1818.12	1998.98	1818.12	0.1459	0	92	100	99.2	90	18.69	104.6	34.87	0	1007.48	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	579	2.21	60102	15752	1	98.82	3.82	1461	114	1539.05	1844.27	1539.05	0.055	0	99	96	100	90	15.91	119.5	39.83	0	1011.73	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1179.52	1787	1179.52	0.0002	0	99.8	100	100	100	18.11	114.6	38.2	0	993.66	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	577	2.18	27622	10088	1	100	2.74	1019	104	1356.1	1659.15	1356.1	0.0001	0	100	100	100	90	17.37	104.6	34.87	0	1005.78	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1030	2.25	91158	34628	13	100	2.63	1471	112	1431.25	2120.78	1431.25	0.7896	0	79	96	100	90	17.1	79.8	26.6	0	999.62	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1047	2.31	158538	50256	1	100	3.15	1018	104	1958.42	2262.63	1958.42	0.0001	0	97	100	100	90	18.48	79.7	26.57	0	993.82	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	904	2.18	26458	9243	1	100	2.86	1484	113	1383.19	1537.39	1383.19	0.0001	0	99.8	100	100	90	14.57	44.8	14.93	0	986.82	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	2471	2.27	117668	38609	11	68.6	3.05	1026	104	1665.32	2083.13	1665.32	0	0	98.2	100	96	90	16.32	84.7	28.23	0	983.25	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1237.97	1531.69	1237.97	0.146	0	94	100	96	90	16.8	99.7	33.23	0	990.3	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	512	2.17	17211	5999	1	96.97	2.87	1018	104	1211.14	1389.31	1211.14	0.0001	0	100	100	100	90	18.89	124.6	41.53	0	997.34	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1044	2.23	76585	29349	1	100	2.61	1464	114	1658.33	1845.29	1658.33	0.0001	0	99	100	100	90	16.31	119.6	39.87	0	1003.82	0	-0.01	11	677	217	57	686.46	10853.47
