framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.49	2032.79	1773.49	0.0001	29	98.2	100	100	90	17	104.6	34.87	0	1332.55	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6549	2.32	158642	51430	1	100	3.08	5686	105	1958.46	2318.29	1958.46	0.0001	9.4	97	100	100	90	18.5	79.7	26.57	0	1391.38	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1342	2.17	11475	3814	1	100	3.01	2500	110	1212.35	1512.35	1212.35	0.0001	0	100	100	100	90	16.36	59.6	19.87	0	1360.93	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	928	2.19	32881	9964	1	98.43	3.3	1021	106	1513.57	1698.95	1513.57	0.0001	4.6	99	100	100	90	15.68	59.7	10.78	0	1327.35	0	-0.012	13	713	452	91	678.96	24340.98
jquery	True	1119	2.26	100009	34722	1	99.5	2.88	1033	107	1847.1	2024.26	1847.1	0.1459	0	92	100	99.2	90	15.05	59.8	10.8	0	1336.86	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	716	2.21	59808	15719	1	98.81	3.8	1024	105	1546.23	1850.64	1546.23	0.055	2.4	99	96	100	90	14.46	79.7	26.57	0	1328.63	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.02	1703.54	1216.02	0.0001	0	100	100	100	100	14.18	44.7	14.9	0	1315.7	0	-0.008	4	321	234	67	154.88	17543.75
octane	True	2060	2.3	148231	46596	1	100	3.18	1021	105	1970.97	2267.36	1970.97	0.0002	0	97	100	100	90	14.92	44.8	14.93	0	1336.07	0	-0.006	12	741	421	89	579.82	24098.68
preact	True	726	2.18	27622	10088	1	100	2.74	1024	105	1363.88	1674.62	1363.88	0.0001	0	99.6	100	100	90	17.02	54.8	18.27	0	1314.4	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1185	2.25	91158	34628	13	100	2.63	1031	107	1433.05	2126.59	1433.05	0.6053	0	83.8	96	100	90	18.69	69.6	12.43	0	1345.04	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1244	2.31	158538	50256	1	100	3.15	1023	105	1954.21	2267.71	1954.21	0.0001	92.3	94.6	100	100	90	19.25	64.7	21.57	0	1321.95	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1110	2.18	26458	9243	1	100	2.86	1024	105	1394.13	1549.4	1394.13	0.0001	0	99.2	100	100	90	19.32	34.8	6.63	0	1357.36	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2901	2.27	117670	38611	11	68.6	3.05	1777	122	1668.58	2057.17	1668.58	0	0	98.4	100	96	90	16.82	64.7	21.57	0	1318.82	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.31	1552.74	1251.31	0.146	0	94	100	96	90	15.18	59.7	19.9	0	1332.67	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	620	2.17	17211	5999	1	96.97	2.87	1024	105	1216.4	1404.39	1216.4	0.0001	0	100	100	100	90	16.65	59.8	19.93	0	1313.08	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1299	2.23	76585	29349	1	100	2.61	1023	105	1659.72	1858.18	1659.72	0.0001	0	99	100	100	90	16.85	54.6	9.93	0	1316.46	0	-0.005	11	677	217	57	686.46	10853.47
