framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1763.05	2018.5	1763.05	0.0002	25.4	98.2	100	100	90	13.8	64.8	21.6	0	996.92	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14170	2.39	222256	67534	2	91.68	3.29	10876	264	1956.45	2486.67	1956.45	0.0001	27	96	100	100	90	14.74	119.5	20.75	0	1005.17	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1204	2.26	100009	34722	1	99.5	2.88	1632	118	1830	2029.5	1830	0.1459	0	92	100	99.2	90	14.13	84.6	28.2	0	985.99	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	754	2.21	60102	15752	1	98.82	3.82	1640	118	1549.59	1856.89	1549.59	0.055	1	99	96	100	90	13.73	104.6	34.87	0	984.04	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.86	1696.12	1216.86	0.0002	0	100	100	100	100	14.52	49.7	16.57	0	997.33	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	762	2.18	27622	10088	1	100	2.74	1024	104	1360.07	1665.11	1360.07	0.0001	0	99.8	100	100	90	13.65	74.6	24.87	0	982.76	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1363	2.25	91158	34628	13	100	2.63	1629	119	1386.9	2124.29	1386.9	1.0075	0	74	96	100	90	13.54	59.7	19.9	0	999.57	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1321	2.31	158538	50256	1	100	3.15	1023	105	1960.12	2265.88	1960.12	0.0002	58.8	95.8	100	100	90	14.65	69.7	23.23	0	993.25	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1137	2.18	26458	9243	1	100	2.86	1625	118	1381.2	1540.5	1381.2	0.0001	0	100	100	100	90	14.9	119.3	39.77	0	980.99	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3164	2.27	117668	38611	11	68.6	3.05	1032	104	1668.55	2034.74	1668.55	0	0	98.6	100	96	90	14.06	59.7	19.9	0	970.93	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1280.15	1552.27	1280.15	0.146	0	94	100	96	90	14.2	69.8	23.27	0	998.99	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	671	2.17	17211	5999	1	96.97	2.87	1024	104	1216.14	1402.22	1216.14	0.0001	0	100	100	100	90	13.35	84.6	28.2	0	973.89	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1385	2.23	76585	29349	1	100	2.61	1633	117	1658.97	1856.05	1658.97	0.0001	0	99	100	100	90	14.98	54.8	18.27	0	993.38	0	-0.007	11	677	217	57	686.46	10853.47
