framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.83	2018.7	1764.83	0.0002	33.8	98.2	100	100	90	13.25	129.3	43.1	0	1091.05	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6877	2.32	158642	51430	1	100	3.08	5695	104	1960.42	2322.83	1960.42	0.0001	12	97	100	100	90	18	134.5	23.25	0	1077.85	0	-0.006	13	764	424	88	631.62	27036.12
astro	True	1443	2.17	11475	3814	1	100	3.01	2498	110	1211.67	1511.67	1211.67	0.0001	0	100	100	100	90	16.84	129.4	43.13	0	1067.18	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	989	2.19	32881	9964	1	98.43	3.3	1022	106	1543.3	1699.25	1543.3	0.0001	7.6	99	100	100	90	13.54	119.4	39.8	0	1062.68	0	-0.016	13	713	452	91	678.96	24340.98
jquery	True	1176	2.26	100009	34722	1	99.5	2.88	1033	108	1829.21	2031.92	1829.21	0.1459	0.2	92	100	99.2	90	12.74	134.2	23.2	0	1076.09	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	760	2.21	59808	15719	1	98.81	3.8	1024	105	1549.18	1854.47	1549.18	0.055	3.4	99	96	100	90	13.61	114.3	38.1	0	1079.43	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	25.2	187.9	52.13	0	1075.28	54.7	-0.001	4	321	234	67	154.88	17543.75
preact	True	748	2.18	27622	10088	1	100	2.74	1023	105	1365.1	1674.35	1365.1	0.0001	0	99.4	100	100	90	13.59	124.1	21.52	0	1080.98	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1279	2.25	91158	34628	13	100	2.63	1032	107	1418.91	2129.79	1418.91	1.0091	0	74	96	100	90	17.62	124.5	41.5	0	1067.5	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1306	2.31	158538	50256	1	100	3.15	1025	106	1945.33	2250.49	1945.33	0.0001	34.2	96.6	100	100	90	12.44	119.5	39.83	0	1063.95	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1162	2.18	26458	9243	1	100	2.86	1023	105	1393.08	1548.02	1393.08	0.0001	0	99.2	100	100	90	13.65	124.5	41.5	0	1073.42	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2965	2.27	117670	38612	11	68.6	3.05	1818	121	1670.45	2088.67	1670.45	0	0	98.2	100	96	90	14.05	114.4	38.13	0	1064.23	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1282.63	1554.23	1282.63	0.146	0	94	100	96	90	13.57	119.4	20.73	0	1064.33	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	655	2.17	17211	5999	1	96.97	2.87	1025	105	1217.46	1424.96	1217.46	0.0001	0	100	100	100	90	12.55	129.1	43.03	0	1065.37	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1370	2.23	76585	29349	1	100	2.61	1023	105	1658.18	1855.47	1658.18	0.0001	0	99	100	100	90	12.27	124.5	21.58	0	1074.21	0	-0.008	11	677	217	57	686.46	10853.47
