framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.38	2018.18	1766.38	0.0002	22.2	98.2	100	100	90	13.05	59.7	19.9	0	977.54	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14035	2.39	222256	67534	2	91.68	3.29	10852	262	1954.67	2479	1954.67	0.0001	22	96	100	100	90	14.7	39.9	7.48	0	976.45	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1621	118	1832.1	2023.45	1832.1	0.1459	0	92	100	99.2	90	12.51	54.7	18.23	0	970.59	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	760	2.21	60102	15752	1	98.82	3.82	1609	118	1542.34	1845.61	1542.34	0.055	0.6	99	96	100	90	14.71	59.8	19.93	0	980.35	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1182.65	1692.79	1182.65	0.0002	0	100	100	100	100	13.02	79.7	26.57	0	963.88	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	766	2.18	27622	10088	1	100	2.74	1024	104	1359.87	1666.6	1359.87	0.0001	0	99.8	100	100	90	14.54	64.8	21.6	0	984.27	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1351	2.25	91158	34628	13	100	2.63	1592	116	1416.16	2121.98	1416.16	0.9975	0	74	96	100	90	12.92	64.8	21.6	0	975.87	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1332	2.31	158538	50256	1	100	3.15	1029	105	1922.19	2226.79	1922.19	0.0002	62.8	96	100	100	90	13.77	39.9	13.3	0	977.32	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1127	2.18	26458	9243	1	100	2.86	1590	118	1388.33	1543.1	1388.33	0.0001	0	99.8	100	100	90	12.74	74.8	24.93	0	977.21	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3080	2.27	117670	38613	11	68.6	3.05	1024	104	1664.78	2112.67	1664.78	0	0	98	100	96	90	14.49	69.8	23.27	0	959.1	0	0.012	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.38	1536.04	1247.38	0.146	0	94	100	96	90	13.06	79.7	26.57	0	984.45	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	671	2.17	17211	5999	1	96.97	2.87	1023	104	1210.91	1395.97	1210.91	0.0001	0	100	100	100	90	12.65	74.8	24.93	0	974.24	0	0	3	743	388	76	74.17	22895.14
vue	True	1373	2.23	76585	29349	1	100	2.61	1619	118	1660.96	1855.85	1660.96	0.0001	0	99	100	100	90	12.92	94.7	31.57	0	961.13	0	-0.007	11	677	217	57	686.46	10853.47
