framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1466.68	1889.37	1466.68	0.0002	19.5	99	100	100	90	17.93	64.8	21.6	0	1009.76	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	13063	2.39	222256	67534	2	91.68	3.29	10028	249	1953.92	2476.28	1953.92	0.0001	20.4	96	100	100	90	18.25	109.7	36.57	0	991.39	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1077	2.26	100009	34722	1	99.5	2.88	1569	116	1827.63	2015.34	1827.63	0.1459	0	92	100	99.2	90	19.18	109.5	36.5	0	995.16	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	661	2.21	60102	15752	1	98.82	3.82	1570	116	1543.84	1848.96	1543.84	0.055	0	99	96	100	90	17.4	64.8	21.6	0	988.62	0	-0.005	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.82	1691.79	1212.82	0.0002	0	100	100	100	100	19.2	114.7	38.23	0	996.18	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	679	2.18	27622	10088	1	100	2.74	1023	106	1358.03	1662.05	1358.03	0.0001	0	100	100	100	90	15.02	59.9	19.97	0	994.46	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1217	2.25	91158	34628	13	100	2.63	1566	115	1418.4	2127.41	1418.4	0.803	0	79	96	100	90	15.73	59.8	19.93	0	993.16	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1187	2.31	158538	50256	1	100	3.15	1022	106	1961.09	2266.63	1961.09	0.0002	0.2	97	100	100	90	14.6	30	10	0	982.87	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1008	2.18	26458	9243	1	100	2.86	1573	117	1389.17	1542.95	1389.17	0.0001	0	99.8	100	100	90	14.7	54.8	18.27	0	1001.96	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2877	2.27	117668	38612	11	68.6	3.05	1032	105	1666.71	2086.93	1666.71	0	0	98.2	100	96	90	18.97	59.9	19.97	0	978.78	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1273.11	1530.48	1273.11	0.146	0	94	100	96	90	14.41	59.9	19.97	0	991.91	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	584	2.17	17211	5999	1	96.97	2.87	1030	104	1208.62	1388.93	1208.62	0.0001	0	100	100	100	90	17.96	79.8	26.6	0	975.51	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1248	2.23	76585	29349	1	100	2.61	1569	116	1655.76	1849.84	1655.76	0.0001	0	99	100	100	90	18.39	84.7	28.23	0	984.98	0	-0.007	11	677	217	57	686.46	10853.47
