framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1365.39	1888.96	1365.39	0.0003	10.2	99.2	100	100	90	20.1	69.8	23.27	0	1383.67	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	5546	2.32	158642	51430	1	100	3.08	4672	104	1957.51	2313.06	1957.51	0.0001	3.8	97	100	100	90	18.06	84.7	28.23	0	1390.4	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1114	2.17	11475	3814	1	100	3.01	2082	109	1207.51	1507.51	1207.51	0	0	100	100	100	90	19.18	89.8	29.93	0	1367.18	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	783	2.19	32881	9964	1	98.43	3.3	1019	105	1543.69	1700.84	1543.69	0.0001	0	99	100	100	90	19.16	79.8	26.6	0	1350.56	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	947	2.26	100009	34722	1	99.5	2.88	1028	107	1832.56	2011.13	1832.56	0.1459	0	92	100	99.2	90	19.68	69.9	23.3	0	1344.63	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	607	2.21	59808	15719	1	98.81	3.8	1020	104	1546.15	1851.13	1546.15	0.055	0	99	96	100	90	18.75	64.9	21.63	0	1394.86	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1209.99	1694.62	1209.99	0.0002	0	100	100	100	100	23.01	40	13.33	0	1390.95	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	1735	2.3	148231	46596	1	100	3.18	1020	105	1995.93	2264	1995.93	0.0002	0	97	100	100	90	14.48	35	11.67	0	1327.96	0	-0.008	12	741	421	89	579.82	24098.68
preact	True	611	2.18	27622	10088	1	100	2.74	1020	104	1358.9	1663.35	1358.9	0.0001	0	100	100	100	90	21.91	79.8	26.6	0	1382.18	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1034	2.25	91158	34628	13	100	2.63	1028	106	1431.38	2121.68	1431.38	0.8073	0	79	96	100	90	18.54	49.8	16.6	0	1356.98	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1058	2.31	158538	50256	1	100	3.15	1021	105	1949.13	2253.49	1949.13	0.0002	86.2	95	100	100	90	19.84	84.8	28.27	0	1367.7	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	925	2.18	26458	9243	1	100	2.86	1020	105	1386.97	1540.66	1386.97	0.0001	0	99.8	100	100	90	15.06	40	13.33	0	1381.7	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2472	2.27	117668	38611	11	68.6	3.05	1428	117	1666.01	2086.61	1666.01	0	0	98.2	100	96	90	17.59	44.9	14.97	0	1311.37	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1241.93	1530.24	1241.93	0.146	0	94	100	96	90	20.14	59.8	10.8	0	1359.16	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	528	2.17	17211	5999	1	96.97	2.87	1020	104	1209.69	1391.93	1209.69	0.0001	0	100	100	100	90	21.09	74.8	24.93	0	1349.05	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1107	2.23	76585	29349	1	100	2.61	1020	104	1658.64	1851.56	1658.64	0.0001	0	99	100	100	90	20.87	84.7	28.23	0	1363.49	0	-0.003	11	677	217	57	686.46	10853.47
