framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.77	2024.57	1764.77	0.0002	24.2	98.2	100	100	90	16.06	114.5	19.92	0	1331.97	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6389	2.32	158642	51430	1	100	3.08	5301	104	1959.65	2317.27	1959.65	0.0001	5.2	97	100	100	90	15.36	124.5	21.58	0	1335.05	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1335	2.17	11475	3814	1	100	3.01	2283	109	1209.87	1509.87	1209.87	0	0	100	100	100	90	15.47	119.6	39.87	0	1338.55	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	909	2.19	32881	9964	1	98.43	3.3	1020	105	1511.8	1697.7	1511.8	0.0001	1.6	99	100	100	90	15.8	119.3	39.77	0	1320.98	0	-0.011	13	713	452	91	678.96	24340.98
jquery	True	1101	2.26	100009	34722	1	99.5	2.88	1030	107	1845.87	2023.01	1845.87	0.1459	0	92	100	99.2	90	13.57	119.5	20.75	0	1320.81	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	709	2.21	59808	15719	1	98.81	3.8	1022	105	1548.24	1854.36	1548.24	0.055	1.2	99	96	100	90	15.71	109.6	19.1	0	1319.39	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.45	1699.06	1213.45	0.0001	0	100	100	100	100	13.91	119.5	39.83	0	1315.4	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	1988	2.3	148231	46596	1	100	3.18	1020	105	2003.47	2270.8	2003.47	0.0002	0	97	100	100	90	13.01	119.5	39.83	0	1320.55	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	703	2.18	27622	10088	1	100	2.74	1022	105	1357.85	1631.78	1357.85	0.0001	0	100	100	100	90	17.26	119.6	39.87	0	1364.77	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1157	2.25	91158	34628	13	100	2.63	1030	106	1417.81	2126.41	1417.81	1.0223	0	74	96	100	90	16.09	124.6	41.53	0	1321.35	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1238	2.31	158538	50256	1	100	3.15	1023	105	1945.22	2251.02	1945.22	0.0002	86.8	95	100	100	90	15.5	99.6	33.2	0	1325.41	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1060	2.18	26458	9243	1	100	2.86	1022	105	1392.18	1546.57	1392.18	0.0001	0	99.6	100	100	90	15.01	109.6	36.53	0	1335.29	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2818	2.27	117670	38613	11	68.6	3.05	1671	120	1668.78	2101.16	1668.78	0	0	98.2	100	96	90	16.21	129.6	43.2	0	1309.86	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1239.51	1534.48	1239.51	0.146	0	94	100	96	90	15	119.6	39.87	0	1316.59	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	610	2.17	17211	5999	1	96.97	2.87	1022	105	1207.81	1390.11	1207.81	0.0001	0	100	100	100	90	15.35	119.3	39.77	0	1325.22	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1247	2.23	76585	29349	1	100	2.61	1022	105	1631.28	1858.91	1631.28	0.0001	0	99	100	100	90	19.09	124.5	41.5	0	1323.54	0	-0.003	11	677	217	57	686.46	10853.47
