framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1754.98	2010.14	1754.98	0.0002	29.8	98.2	100	100	90	14.25	89.7	29.9	0	1021.76	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6920	2.4	235945	71051	1	92.17	3.32	5694	104	1803.35	2471.82	1803.35	0.0001	16.8	96	100	100	90	13.36	59.6	19.87	0	1022.14	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1128	2.26	100009	34722	1	99.5	2.88	1549	118	1833.56	2017.74	1833.56	0.1459	0.2	92	100	99.2	90	13.11	79.6	26.53	0	1024.23	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	731	2.21	59808	15719	1	98.81	3.8	1583	119	1538.76	1850.94	1538.76	0.055	1.2	99	96	100	90	14.16	119.6	39.87	0	1020.18	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	23.66	134.2	48.5	0	1006.9	44.8	-0.006	4	321	234	67	154.88	17543.75
preact	True	715	2.18	27622	10088	1	100	2.74	1024	104	1358.09	1632.13	1358.09	0.0001	0	100	100	100	90	14.64	84.7	28.23	0	1015.51	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1201	2.25	91158	34628	13	100	2.63	1568	119	1418.16	2127.84	1418.16	0.8182	0	78.8	96	100	90	12.85	119.4	39.8	0	1022.59	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1247	2.31	158538	50256	1	100	3.15	1022	105	1937.71	2241.46	1937.71	0.0001	99.6	94.6	100	100	90	14.62	54.8	18.27	0	1005.63	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1078	2.18	26458	9243	1	100	2.86	1561	119	1389.15	1542.83	1389.15	0.0001	0	99.8	100	100	90	13.99	94.7	31.57	0	1001.3	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2902	2.27	117668	38610	11	68.6	3.05	1030	104	1668.88	2119.17	1668.88	0	0	98	100	96	90	13.98	99.2	33.07	0	990	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1254.57	1537.7	1254.57	0.1461	0	94	100	96	90	13.82	99.5	33.17	0	1003.72	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	620	2.17	17211	5999	1	96.97	2.87	1023	104	1209.76	1393.23	1209.76	0.0001	0	100	100	100	90	13.09	84.6	28.2	0	999.64	0	0	3	743	388	76	74.17	22895.14
vue	True	1301	2.23	76585	29349	1	100	2.61	1555	118	1657.74	1850.62	1657.74	0.0001	0	99	100	100	90	14.09	59.7	19.9	0	999.49	0	-0.008	11	677	217	57	686.46	10853.47
