framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1662.33	1885.09	1662.33	0.0003	9.4	98.6	100	100	90	13.32	34.9	11.63	0	1368.49	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	5619	2.32	158642	51430	1	100	3.08	4668	104	1957.87	2310.6	1957.87	0.0001	0.2	97	100	100	90	19.33	64.8	21.6	0	1387.2	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1133	2.17	11475	3814	1	100	3.01	2080	108	1207.11	1507.11	1207.11	0	0	100	100	100	90	18.93	45	15	0	1378.02	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	798	2.19	32881	9964	1	98.43	3.3	1018	105	1538.62	1693.74	1538.62	0.0001	0.6	99	100	100	90	19.02	59.8	19.93	0	1346.27	0	-0.004	13	713	452	91	678.96	24340.98
jquery	True	968	2.26	100009	34722	1	99.5	2.88	1029	106	1836.85	2017.18	1836.85	0.1459	0	92	100	99.2	90	18.27	44.9	14.97	0	1365.16	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	608	2.21	59808	15719	1	98.81	3.8	1020	104	1542.4	1845.9	1542.4	0.055	1	99	96	100	90	13.88	49.9	16.63	0	1383.67	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.17	1679.12	1211.17	0.0002	0	100	100	100	100	17.66	64.8	21.6	0	1364.59	0	-0.006	4	321	234	67	154.88	17543.75
octane	True	1785	2.3	148231	46596	1	100	3.18	1018	105	1991.88	2259.73	1991.88	0.0002	0	97	100	100	90	13.4	40	13.33	0	1363.45	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	602	2.18	27622	10088	1	100	2.74	1020	104	1356.58	1659.87	1356.58	0.0001	0	100	100	100	90	18.32	54.8	9.97	0	1374.1	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1011	2.25	91158	34628	13	100	2.63	1027	106	1417.25	2124.13	1417.25	0.7994	0	79	96	100	90	17.01	49.9	16.63	0	1341.77	0	-0.007	16	754	415	83	861.8	26425.59
react	True	1062	2.31	158538	50256	1	100	3.15	1020	104	1957.58	2261.38	1957.58	0.0001	112.2	94.2	100	100	90	12.96	49.9	16.63	0	1353.89	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	904	2.18	26458	9243	1	100	2.86	1020	104	1389.43	1545.15	1389.43	0.0001	0	99.8	100	100	90	18	64.8	21.6	0	1355.53	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2457	2.27	117668	38609	11	68.6	3.05	1451	117	1668.07	2086.21	1668.07	0	0	98.2	100	96	90	15.39	35	11.67	0	1319.49	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.59	1547.58	1245.59	0.146	0	94	100	96	90	14.11	40	13.33	0	1355.62	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	529	2.17	17211	5999	1	96.97	2.87	1020	104	1208.89	1392.14	1208.89	0.0001	0	100	100	100	90	13.2	49.9	16.63	0	1334.27	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1095	2.23	76585	29349	1	100	2.61	1020	104	1657.27	1851.5	1657.27	0.0001	0	99	100	100	90	15.83	30	10	0	1372.94	0	-0.003	11	677	217	57	686.46	10853.47
