framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1375.77	1899.95	1375.77	0.0002	18.8	99.2	100	100	90	19.18	64.7	21.57	0	998.26	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	13798	2.39	222256	67534	2	91.68	3.29	10638	257	1954.06	2481.89	1954.06	0.0001	25.8	96	100	100	90	19.18	74.7	24.9	0	984.28	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1169	2.26	100009	34722	1	99.5	2.88	1588	118	1832.05	2023.58	1832.05	0.1459	0	92	100	99.2	90	16.13	74.7	24.9	0	973.15	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	730	2.21	60102	15752	1	98.82	3.82	1574	118	1558.03	1828.12	1558.03	0.055	1.6	99	96	100	90	20.5	84.6	28.2	0	983.84	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.7	1715.16	1213.7	0.0001	0	100	100	100	100	13.64	59.8	19.93	0	973.74	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	742	2.18	27622	10088	1	100	2.74	1024	105	1362.75	1640.92	1362.75	0.0001	0	99.8	100	100	90	18.54	79.7	26.57	0	986.27	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1314	2.25	91158	34628	13	100	2.63	1615	118	1442.72	2167.96	1442.72	0.9992	0	73.8	96	100	90	16.38	69.7	23.23	0	983.25	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1293	2.31	158538	50256	1	100	3.15	1023	105	1959.61	2264.42	1959.61	0.0002	67.8	95.4	100	100	90	20.15	79.6	26.53	0	989.51	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1102	2.18	26458	9243	1	100	2.86	1611	117	1390.12	1544.47	1390.12	0.0001	0	99.4	100	100	90	18.38	89.5	29.83	0	984.62	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3090	2.27	117668	38610	11	68.6	3.05	1023	104	1668.47	2117.61	1668.47	0	0	98	100	96	90	19.25	99.5	33.17	0	971.37	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1284.33	1556.84	1284.33	0.146	0	94	100	96	90	21.12	79.7	26.57	0	984.93	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	661	2.17	17211	5999	1	96.97	2.87	1023	104	1214.67	1400.41	1214.67	0.0001	0	100	100	100	90	22.11	79.7	26.57	0	963.28	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1339	2.23	76585	29349	1	100	2.61	1588	117	1659.84	1857.35	1659.84	0.0001	0	99	100	100	90	23.71	74.7	24.9	0	973.21	0	-0.004	11	677	217	57	686.46	10853.47
