framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.72	2019.55	1759.72	0.0002	21.2	98.2	100	100	90	18.87	129.4	43.13	0	1329.04	0	-0.008	3	444	299	68	83.56	13776.09
angular	True	6369	2.32	158642	51430	1	100	3.08	5285	104	1934.84	2290.46	1936.66	0.0001	3.1	97.2	100	100	90	23.02	129.3	22.38	0	1388.26	0	-0.001	13	764	424	88	631.62	27036.12
astro	True	1298	2.17	11475	3814	1	100	3.01	2287	109	1211.35	1511.35	1211.35	0.0001	0	100	100	100	90	23.45	114.4	38.13	0	1308.76	0	0	4	546	372	73	159.38	18153.98
geajs	True	903	2.19	32881	9964	1	98.43	3.3	1020	106	1481.98	1697.07	1481.98	0.0001	1.6	99	100	100	90	18.59	129.4	43.13	0	1321.36	0	-0.003	13	713	452	91	678.96	24340.98
jquery	True	1126	2.26	100009	34722	1	99.5	2.88	1032	107	1853.91	2034.47	1853.91	0.1459	0	92	100	99.2	90	19.7	104.5	19.08	0	1335.18	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	714	2.21	59808	15719	1	98.81	3.8	1022	105	1547.86	1853.69	1547.86	0.055	0	99	96	100	90	20.37	94.6	31.53	0	1317.61	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.98	1712.35	1214.98	0.0002	0	99.8	100	100	100	21.92	144.3	48.1	0	1331.81	0	-0.001	4	321	234	67	154.88	17543.75
octane	True	2016	2.3	148231	46596	1	100	3.18	1020	105	1981.04	2244.25	1981.04	0.0002	0	97	100	100	90	16.12	119.5	20.75	0	1338.98	0	-0.005	12	741	421	89	579.82	24098.68
preact	True	721	2.18	27622	10088	1	100	2.74	1022	105	1362.95	1671.42	1362.95	0.0001	0	99.4	100	100	90	18.65	109.5	19.08	0	1375.57	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1199	2.25	91158	34628	13	100	2.63	1030	106	1417.41	2126.5	1417.41	0.6055	0	84	96	100	90	17.49	124.4	41.47	0	1330.3	0	-0.002	16	754	415	83	861.8	26425.59
react	True	1258	2.31	158538	50256	1	100	3.15	1022	105	1942.93	2246.79	1942.93	0.0001	193.6	92.8	100	100	90	17.61	129.5	43.17	0	1312.66	0	-0.001	13	762	438	90	634.69	24213.69
solid	True	1085	2.18	26458	9243	1	100	2.86	1022	105	1395.65	1552.47	1395.65	0.0001	0	99.2	100	100	90	22.23	119.5	39.83	0	1326.91	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	2839	2.27	117668	38611	11	68.6	3.05	1682	120	1669.01	2117.92	1669.01	0	1.5	98	100	96	90	16.56	119.5	39.83	0	1308.65	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.97	1547.83	1251.97	0.1461	0	94	100	96	90	21.83	134.1	44.7	0	1330.08	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	618	2.17	17211	5999	1	96.97	2.87	1022	105	1211.31	1395.97	1211.31	0.0001	0	100	100	100	90	20.31	124.6	41.53	0	1310.03	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1310	2.23	76585	29349	1	100	2.61	1022	105	1657.73	1852.4	1657.73	0.0001	0	99	100	100	90	18.69	134.5	44.83	0	1312.72	0	-0.003	11	677	217	57	686.46	10853.47
