framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1467.87	2027.76	1467.87	0.0002	4.6	98.8	100	100	90	29.99	10	5	0	1327.43	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	4900	2.32	158642	51430	1	100	3.08	4269	104	1956.09	2302.53	1956.09	0.0001	0	97	100	100	90	22.18	20	6.67	0	1313.7	0	-0.007	13	764	424	88	631.62	27036.12
astro	True	1012	2.17	11475	3814	1	100	3.01	1872	108	1178.11	1508.11	1178.11	0	0	100	100	100	90	23.18	64.8	21.6	0	1352.91	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	709	2.19	32881	9964	1	98.43	3.3	1017	105	1548.75	1708.62	1548.75	0.0001	0	99	100	100	90	18.04	29.9	9.97	0	1363.38	25	-0.014	13	713	452	91	678.96	24340.98
jquery	True	869	2.26	100009	34722	1	99.5	2.88	1033	106	1869.07	2010.03	1869.07	0.1167	7.55	93.2	100	99.2	90	15.02	25	5	0	1372.56	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	543	2.21	59808	15719	1	98.81	3.8	1019	104	1546.19	1852.38	1546.19	0.055	0	99	96	100	90	18.95	25	16.67	0	1366.4	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	18.76	74.8	29.89	0	1386.58	24.9	0.003	4	321	234	67	154.88	17543.75
preact	True	541	2.18	27622	10088	1	100	2.74	1019	105	1358.59	1662.88	1358.59	0.0001	0	100	100	100	90	15.12	25	7.5	0	1324.45	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	963	2.25	91158	34628	13	100	2.63	1025	106	1416.19	2121.64	1416.19	0.6088	14.18	84	96	100	90	15.6	20	6.67	0	1360.34	0	-0.004	16	754	415	83	861.8	26425.59
react	True	958	2.31	158538	50256	1	100	3.15	1018	105	1938.01	2241.92	1938.01	0.0001	92.9	94.8	100	100	90	23.94	25	8.33	0	1379.26	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	811	2.18	26458	9243	1	100	2.86	1018	104	1384.19	1538.18	1384.19	0.0001	0	100	100	100	90	15.57	35	11.67	0	1376.74	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2211	2.27	117668	38612	11	68.6	3.05	1378	116	1666.49	2086.06	1666.49	0	5.5	98.2	100	96	90	14.69	15	5	0	1303.88	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1236.13	1535.17	1236.13	0.146	0	94	100	96	90	12.97	15	10	0	1329.36	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	463	2.17	17211	5999	1	96.97	2.87	1018	104	1211.83	1392.35	1211.83	0.0001	0	100	100	100	90	19.55	20	6.67	0	1346.07	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1006	2.23	76585	29349	1	100	2.61	1018	104	1635.6	1855.6	1635.6	0.0001	0	99	100	100	90	16.06	25	8.33	0	1357.7	0	-0.002	11	677	217	57	686.46	10853.47
