framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1377.15	1909.36	1377.15	0.0003	8.1	99.2	100	100	90	15.35	25	16.63	0	1378.68	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	5337	2.32	158642	51430	1	100	3.08	4254	104	1958.2	2305.5	1958.2	0.0001	0	97	100	100	90	14.96	30	18.3	0	1395.62	5	-0.005	13	764	424	88	631.62	27036.12
astro	True	1186	2.17	11475	3814	1	100	3.01	1864	107	1177	1507	1177	0.0001	0	100	100	100	90	18.18	34.9	16.63	0	1394.31	29.9	-0.005	4	546	372	73	159.38	18153.98
geajs	True	809	2.19	32881	9964	1	98.43	3.3	1016	104	1555.45	1727.67	1555.45	0.0001	0	99	100	100	90	14.12	25	10	0	1432.47	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	931	2.26	100009	34722	1	99.5	2.88	1026	106	1839.27	2017.31	1839.27	0.1459	0	92	100	99.2	90	14.16	25	5.83	0	1372.77	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	618	2.21	59808	15719	1	98.81	3.8	1018	104	1542.39	1847.89	1542.39	0.055	0	99	96	100	90	15.33	15	5	0	1412.04	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	17.97	69.7	41.09	0	1376.02	44.8	0.002	4	321	234	67	154.88	17543.75
preact	True	603	2.18	27622	10088	1	100	2.74	1018	104	1357.92	1661.88	1357.92	0.0001	0	100	100	100	90	15.21	34.9	6.65	0	1375.45	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1013	2.25	91158	34628	13	100	2.63	1023	105	1403.05	2125.18	1403.05	0.6026	0	84	96	100	90	16.37	29.8	9.93	0	1379.49	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1052	2.31	158538	50256	1	100	3.15	1019	104	1937.76	2242.05	1937.76	0.0001	78.7	95.2	100	100	90	12.98	20	6.67	0	1393.73	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	900	2.18	26458	9243	1	100	2.86	1018	104	1386.58	1540.97	1386.58	0.0001	0	100	100	100	90	14.64	25	10	0	1381.71	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2367	2.27	117670	38615	11	68.6	3.05	1389	117	1670.85	2059.22	1670.85	0	8.2	98.2	100	96	90	14.75	29.9	18.3	0	1364.89	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1240.81	1540.01	1240.81	0.146	0	94	100	96	90	14.09	25	10	0	1380.52	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	522	2.17	17211	5999	1	96.97	2.87	1018	104	1210.99	1390.88	1210.99	0.0001	0	100	100	100	90	13.78	20	6.67	0	1371.21	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1074	2.23	76585	29349	1	100	2.61	1017	104	1657.91	1847.06	1657.91	0.0001	0	99	100	100	90	16.69	44.9	18.3	0	1391.92	29.9	-0.004	11	677	217	57	686.46	10853.47
