framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.25	2037.75	1773.25	0.0002	32.4	98.2	100	100	90	12.61	64.8	21.6	0	998.86	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14691	2.39	222256	67534	2	91.68	3.29	11607	279	1973.11	2470.06	1973.11	0.0001	31.4	96	100	100	90	12.77	59.7	19.9	0	994.99	0	-0.016	13	888	489	89	604.48	30872.93
jquery	True	1267	2.26	100009	34722	1	99.5	2.88	1627	119	1820.58	2029.88	1820.58	0.1459	0	92	100	99.2	90	17.79	119.4	39.8	0	983.15	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	782	2.21	60102	15752	1	98.82	3.82	1610	118	1550.96	1857.34	1550.96	0.055	4.4	99	96	100	90	13.85	44.9	14.97	0	974.31	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1252.73	1696.8	1252.73	0.0002	0	99.8	100	100	100	12.97	69.7	23.23	0	970.66	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	794	2.18	27622	10088	1	100	2.74	1025	105	1363.15	1673.42	1363.15	0.0001	0	99.6	100	100	90	12.95	74.6	14.1	0	981.49	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1396	2.25	91158	34628	13	100	2.63	1635	119	1418.36	2127.3	1418.36	0.8093	0	79	96	100	90	14.8	64.8	21.6	0	982.8	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1387	2.31	158538	50256	1	100	3.15	1024	106	1946.38	2252.67	1946.38	0.0002	382.2	91.6	100	100	90	12.48	74.7	24.9	0	985.54	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1191	2.18	26458	9243	1	100	2.86	1637	117	1395.68	1551.42	1395.68	0.0001	0	99.2	100	100	90	14.61	54.7	18.23	0	972.75	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3345	2.27	117670	38612	11	68.6	3.05	1039	105	1670.06	2057.19	1670.06	0	1.1	98.4	100	96	90	14.21	79.6	26.53	0	959.11	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.11	1545.28	1243.11	0.1461	0	94	100	96	90	13.2	64.7	21.57	0	985.76	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	673	2.17	17211	5999	1	96.97	2.87	1023	105	1207.83	1391.55	1207.83	0.0001	0	100	100	100	90	21.79	84.7	28.23	0	966.97	0	0.011	3	743	388	76	74.17	22895.14
vue	True	1461	2.23	76585	29349	1	100	2.61	1641	118	1601.67	1859.7	1601.67	0.0001	0	99	100	100	90	13.08	119.5	39.83	0	973.58	0	-0.007	11	677	217	57	686.46	10853.47
