framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.4	2025.41	1766.4	0.0002	23.2	98.2	100	100	90	19.34	119.5	39.83	0	1088.15	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6354	2.36	186649	58506	1	90.1	3.19	5488	104	1654.06	2160.09	1654.06	0.0001	4.8	98	100	100	90	22.16	119.6	39.87	0	1069.15	0	-0.005	13	764	410	78	634.94	26701.75
astro	True	1351	2.17	11475	3814	1	100	3.01	2287	109	1179.44	1509.44	1179.44	0.0001	0	100	100	100	90	16.82	129.4	22.4	0	1067.4	0	-0.006	4	546	372	73	159.38	18153.98
geajs	True	961	2.19	32881	9964	1	98.43	3.3	1021	105	1542.72	1699.67	1542.72	0.0001	4.2	99	100	100	90	13.61	134.5	44.83	0	1076.46	0	-0.007	13	713	452	91	678.96	24340.98
jquery	True	1130	2.26	100009	34722	1	99.5	2.88	1033	107	1804.32	2005.29	1804.32	0.1459	0	92.2	100	99.2	90	14.42	124.5	21.58	0	1079.49	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	724	2.21	59808	15719	1	98.81	3.8	1022	105	1549.98	1856.47	1549.98	0.055	1.2	99	96	100	90	13.72	124.5	41.5	0	1070.66	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.44	204	56.38	0	1072.61	39.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	717	2.18	27622	10088	1	100	2.74	1022	105	1363.37	1675.45	1363.37	0.0001	0	99.4	100	100	90	14.75	139.5	24.08	0	1070.92	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1208	2.25	91158	34628	13	100	2.63	1033	107	1416.58	2123.96	1416.58	0.9959	0	74	96	100	90	17.67	134.5	44.83	0	1072.41	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1259	2.31	158538	50256	1	100	3.15	1023	105	1940.09	2244.54	1940.09	0.0001	60	95.8	100	100	90	13.2	124.5	41.5	0	1081.41	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1089	2.18	26458	9243	1	100	2.86	1022	105	1388.25	1542.28	1388.25	0.0001	0	99.6	100	100	90	18.08	124.5	21.58	0	1067.59	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2854	2.27	117670	38614	11	68.6	3.05	1689	121	1666.73	2070.63	1666.73	0	0	98.2	100	96	90	12.8	124.4	41.47	0	1055.87	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.97	1545.77	1248.97	0.146	0	94	100	96	90	13.32	134.5	44.83	0	1075.03	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	629	2.17	17211	5999	1	96.97	2.87	1022	105	1209.52	1391.48	1209.52	0.0001	0	100	100	100	90	12.85	124.6	41.53	0	1057.96	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1297	2.23	76585	29349	1	100	2.61	1022	105	1658.58	1853.67	1658.58	0.0001	0	99	100	100	90	18.19	124.4	41.47	0	1076.89	0	-0.006	11	677	217	57	686.46	10853.47
