framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1777.67	2036.37	1777.67	0.0002	30.2	98.2	100	100	90	15.16	79.7	26.57	0	1402.16	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6631	2.32	158642	51430	1	100	3.08	5709	104	1959.23	2320.45	1959.23	0.0001	10.6	97	100	100	90	23.5	74.8	24.93	0	1371.88	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1434	2.17	11475	3814	1	100	3.01	2319	110	1211.62	1511.62	1211.62	0.0001	0	100	100	100	90	15.26	49.7	16.57	0	1379.12	0	-0.007	4	546	372	73	159.38	18153.98
geajs	True	1014	2.19	32881	9964	1	98.43	3.3	1021	106	1542.52	1697.38	1542.52	0.0001	9.2	99	100	100	90	16.5	54.8	9.97	0	1364.7	0	-0.015	13	713	452	91	678.96	24340.98
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1035	107	1813.61	2017.81	1813.61	0.1459	0	92.2	100	99.2	90	14.24	74.7	13.28	0	1394.53	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	750	2.21	59808	15719	1	98.81	3.8	1023	107	1553.15	1860.13	1553.15	0.055	7.4	99	96	100	90	14.15	54.7	10.78	0	1377.13	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	25.17	114.4	44.77	0	1384.43	34.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	750	2.18	27622	10088	1	100	2.74	1023	105	1358.82	1663.23	1358.82	0.0001	0	100	100	100	90	14.33	69.8	12.47	0	1389.97	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1291	2.25	91158	34628	13	100	2.63	1031	106	1432.91	2126.85	1432.91	0.8201	0	79	96	100	90	14.47	44.8	14.93	0	1377.22	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1292	2.31	158538	50256	1	100	3.15	1023	105	1943.94	2250	1943.94	0.0001	95.8	94.8	100	100	90	13.55	54.8	18.27	0	1386.84	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1128	2.18	26458	9243	1	100	2.86	1023	105	1364.83	1550.94	1364.83	0.0001	0	99.8	100	100	90	13.76	49.8	9.13	0	1369.65	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2999	2.27	117668	38612	11	68.6	3.05	1754	120	1667.53	2117.63	1667.53	0	2.9	98	100	96	90	14	49.8	16.6	0	1362.79	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.76	1536.28	1250.76	0.1461	0	94	100	96	90	14.47	79.7	9.97	0	1363.84	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	661	2.17	17211	5999	1	96.97	2.87	1024	105	1222.79	1432.9	1222.79	0.0001	0	100	100	100	90	12.77	74.7	24.9	0	1373.26	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1373	2.23	76585	29349	1	100	2.61	1023	105	1657.64	1855.05	1657.64	0.0001	0	99	100	100	90	15.43	44.8	8.3	0	1385.32	0	-0.005	11	677	217	57	686.46	10853.47
