framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1763.24	2018.44	1763.24	0.0001	32.2	98.2	100	100	90	15.41	114.5	38.17	0	1322.94	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6401	2.32	158642	51430	1	100	3.08	5493	104	1956.02	2312.63	1956.02	0.0001	5.8	97	100	100	90	14.92	134.1	24.02	0	1386.33	0	-0.005	13	764	424	88	631.62	27036.12
astro	True	1341	2.17	11475	3814	1	100	3.01	2498	110	1205.6	1505.6	1205.6	0.0001	0	100	100	100	90	17.23	129.4	43.13	0	1308	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	940	2.19	32881	9964	1	98.43	3.3	1022	106	1542.84	1698.46	1542.84	0.0001	6.6	99	100	100	90	13.58	124.4	41.47	0	1335.25	0	-0.005	13	713	452	91	678.96	24340.98
jquery	True	1110	2.26	100009	34722	1	99.5	2.88	1036	108	1827.31	2011.77	1827.31	0.1459	0	92.2	100	99.2	90	16.71	124.5	21.58	0	1328.14	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	720	2.21	59808	15719	1	98.81	3.8	1023	105	1548.55	1853.72	1548.55	0.055	1.4	99	96	100	90	15.34	119.5	39.83	0	1309.84	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	17.48	203.8	52.62	0	1312.54	39.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	717	2.18	27622	10088	1	100	2.74	1023	105	1357.54	1661.3	1357.54	0.0001	0	100	100	100	90	13.69	124.3	41.43	0	1357.97	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1225	2.25	91158	34628	13	100	2.63	1030	106	1431.52	2123.41	1431.52	0.6038	0	84	96	100	90	14.16	114.5	38.17	0	1315.54	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1228	2.31	158538	50256	1	100	3.15	1023	105	1941.13	2245.8	1941.13	0.0002	54.9	96	100	100	90	14.91	129.4	43.13	0	1318.58	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1074	2.18	26458	9243	1	100	2.86	1022	105	1389.3	1543.15	1389.3	0.0001	0	99.6	100	100	90	14.79	104.1	18.18	0	1311.04	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3215	2.27	117668	38612	11	68.6	3.05	1683	121	1675.75	2070.96	1675.75	0	0	98.2	100	96	90	14.97	134.5	44.83	0	1306.73	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.01	1543.35	1248.01	0.146	0	94	100	96	90	17.87	119.4	39.8	0	1323.11	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	624	2.17	17211	5999	1	96.97	2.87	1023	105	1209.98	1393.57	1209.98	0.0001	0	100	100	100	90	15.7	124.3	41.43	0	1299.93	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1294	2.23	76585	29349	1	100	2.61	1023	105	1601.05	1858.58	1601.05	0.0001	0	99	100	100	90	13.66	109.4	36.47	0	1310.67	0	-0.006	11	677	217	57	686.46	10853.47
