framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1868.03	2027.18	1868.03	0.0002	24.2	98	100	100	90	14.55	104.6	34.87	0	998.24	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	7064	2.4	235945	71051	1	92.17	3.32	5701	104	1803.43	2475.94	1803.43	0.0001	20.8	96	100	100	90	13.05	89.6	29.87	0	986.36	0	-0.009	13	888	489	89	604.48	30872.93
jquery	True	1107	2.26	100009	34722	1	99.5	2.88	1542	118	1822.88	2020.82	1822.88	0.1459	0	92	100	99.2	90	12.19	119.6	39.87	0	995.97	0	-0.017	3	481	287	45	87.4	18604.14
lit	True	717	2.21	59808	15719	1	98.81	3.8	1546	117	1548.31	1854.17	1548.31	0.055	3.4	99	96	100	90	13.01	89.6	29.87	0	979.75	0	-0.006	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	17.59	129.3	45.62	0	972.82	44.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	740	2.18	27622	10088	1	100	2.74	1024	104	1359.55	1666.13	1359.55	0.0001	0	99.8	100	100	90	13.16	114.6	38.2	0	976.64	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1209	2.25	91158	34628	13	100	2.63	1546	119	1431.95	2124.22	1431.95	0.6055	0	84	96	100	90	13.02	69.7	23.23	0	980.74	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1253	2.31	158538	50256	1	100	3.15	1022	105	1941.44	2245.16	1941.44	0.0002	70	95.4	100	100	90	13.08	98	32.67	0	980.96	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1075	2.18	26458	9243	1	100	2.86	1546	117	1389.02	1543.03	1389.02	0.0001	0	99.6	100	100	90	15.46	104.5	34.83	0	979.72	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2881	2.27	117668	38611	11	68.6	3.05	1026	104	1670.6	2059.62	1670.6	0	1	98.2	100	96	90	12.63	0	0	0	983.96	0	0.009	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1253.05	1549.06	1253.05	0.146	0	94	100	96	90	14.49	104.5	34.83	0	982.11	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	619	2.17	17211	5999	1	96.97	2.87	1025	104	1209.84	1392.97	1209.84	0.0001	0	100	100	100	90	15.09	104.6	34.87	0	982.98	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1284	2.23	76585	29349	1	100	2.61	1543	118	1661.1	1858.45	1661.1	0.0001	0	99	100	100	90	14.2	89.5	29.83	0	987.36	0	-0.008	11	677	217	57	686.46	10853.47
