framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1366.88	1366.88	1366.88	0.0003	8	100	100	100	90	14.81	59.8	19.93	0	1320.22	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	6314	2.32	158642	51430	1	100	3.08	5481	104	1959.45	2316.18	1959.45	0.0001	2	97	100	100	90	15.09	59.8	10.8	0	1319.99	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1332	2.17	11475	3814	1	100	3.01	2289	109	1204.24	1504.24	1204.24	0.0002	0	100	100	100	90	13.54	59.8	10.8	0	1319.18	0	-0.005	4	546	372	73	159.38	18153.98
geajs	True	951	2.19	32881	9964	1	98.43	3.3	1020	105	1537.28	1691.42	1537.28	0.0001	0	99	100	100	90	15.89	64.8	11.63	0	1319.02	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1105	2.26	100009	34722	1	99.5	2.88	1031	106	1855.88	2033.82	1855.88	0.1459	0	92	100	96	90	14.56	69.8	23.27	0	1322.67	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	699	2.21	59808	15719	1	98.81	3.8	1022	104	1554.9	1864.34	1554.9	0.055	0	99	96	100	90	16.02	64.8	21.6	0	1312.16	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1217.32	1685.18	1217.32	0.0003	0	100	100	100	100	26.3	89.5	29.83	0	1307.98	0	-0.005	4	321	234	67	154.88	17543.75
octane	True	2006	2.3	148231	46596	1	100	3.18	1021	105	1998	2268	1998	0.0002	0	97	100	100	90	15.5	74.8	24.93	0	1331.63	0	-0.004	12	741	421	89	579.82	24098.68
preact	True	706	2.18	27622	10088	1	100	2.74	1022	105	1362.04	1678.06	1362.04	0.0001	0	100	100	100	90	15.99	64.8	21.6	0	1326.88	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1183	2.25	91158	34628	13	100	2.63	1030	106	1476.06	2316.14	1476.06	0.0001	0	98	96	100	90	15.45	59.8	10.8	0	1324.21	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1221	2.31	158538	50256	1	100	3.15	1023	105	1865.8	2171.71	1865.8	0.0001	334.5	90	100	100	90	15.8	59.8	19.93	0	1342.42	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1067	2.18	26458	9243	1	100	2.86	1022	104	1391.89	1547.83	1391.89	0.0001	0	99	100	100	90	14.73	59.8	10.8	0	1351.33	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2817	2.27	117670	38614	11	68.6	3.05	1690	119	1668.65	2121.32	1668.65	0	0	98	100	96	90	13.12	49.8	16.6	0	1303.09	0	0.008	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1239.67	1511.56	1239.67	0.1461	0	94	100	96	90	14.11	59.8	19.93	0	1322.7	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	616	2.17	17211	5999	1	96.97	2.87	1022	104	1209.92	1393.88	1209.92	0.0001	0	100	100	100	90	13.39	64.8	21.6	0	1318.04	0	0	3	743	388	76	74.17	22895.14
vue	True	1261	2.23	76585	29349	1	100	2.61	1021	105	1655.7	1851.55	1655.7	0.0001	0	99	100	100	90	15.75	64.8	21.6	0	1312.5	0	-0.004	11	677	217	57	686.46	10853.47
