framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.35	2020.52	1759.35	0.0002	27.4	98.2	100	100	90	14.51	99.6	33.2	0	996.34	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13745	2.39	222256	67534	2	91.68	3.29	10536	255	1954.58	2478.47	1954.58	0.0001	21.6	96	100	100	90	14.73	79.8	26.6	0	993.88	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1182	2.26	100009	34722	1	99.5	2.88	1598	117	1831.48	2024.83	1831.48	0.1459	1	92	100	99.2	90	13.95	69.7	23.23	0	976.74	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	739	2.21	60102	15752	1	98.82	3.82	1584	117	1547.77	1853.16	1547.77	0.055	3	99	96	100	90	12.79	74.6	24.87	0	972.5	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1219.49	1690.23	1219.49	0.0002	0	100	100	100	100	15.2	59.8	19.93	0	987.46	0	-0.005	4	321	234	67	154.88	17543.75
preact	True	747	2.18	27622	10088	1	100	2.74	1024	104	1356.52	1659.78	1356.52	0.0001	0	100	100	100	90	14.49	59.8	19.93	0	970	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1327	2.25	91158	34628	13	100	2.63	1607	117	1417.43	2125.94	1417.43	0.4039	0	89	96	100	90	14.79	39.9	13.3	0	990.17	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1317	2.31	158538	50256	1	100	3.15	1023	105	1944.67	2250.11	1944.67	0.0001	41.6	96.4	100	100	90	13.58	74.8	24.93	0	989.66	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1108	2.18	26458	9243	1	100	2.86	1589	116	1391.85	1546.87	1391.85	0.0001	0	99.4	100	100	90	14.36	29.9	9.97	0	975.4	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3103	2.27	117668	38615	11	68.6	3.05	1023	104	1670.07	2088.2	1670.07	0	0	98	100	96	90	14.12	69.8	23.27	0	967.59	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.27	1540.89	1250.27	0.146	0	94	100	96	90	13.32	79.8	26.6	0	971.2	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1023	104	1221.47	1428.36	1221.47	0.0001	0	100	100	100	90	14.93	84.7	28.23	0	978.45	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1361	2.23	76585	29349	1	100	2.61	1598	117	1659.98	1856.77	1659.98	0.0001	0	99	100	100	90	14.43	69.8	23.27	0	973.62	0	-0.005	11	677	217	57	686.46	10853.47
