framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1875.59	2034.87	1875.59	0.0002	28.7	98	100	100	90	18.4	139.3	46.43	0	1004.22	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14238	2.39	222256	67534	2	91.68	3.29	10952	255	1967.8	2469.19	1967.8	0.0001	28.6	96	100	100	90	18.93	138.8	23.97	0	994.17	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1215	2.26	100009	34722	1	99.5	2.88	1618	118	1828.11	2020.36	1828.11	0.1459	0	92	100	99.2	90	18.43	134.3	44.77	0	985.61	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	744	2.21	60102	15752	1	98.82	3.82	1595	118	1562.66	1833.87	1562.66	0.055	4	99	96	100	90	18.79	124.5	41.5	0	997.87	0	-0.005	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.51	1699.87	1215.51	0.0001	0	100	100	100	100	13.63	134.4	44.8	0	986.84	0	-0.009	4	321	234	67	154.88	17543.75
preact	True	790	2.18	27622	10088	1	100	2.74	1024	104	1361.73	1669.29	1361.73	0.0001	0	99.6	100	100	90	16.95	129.4	43.13	0	982.95	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1336	2.25	91158	34628	13	100	2.63	1619	117	1418.39	2126.98	1418.39	0.8091	0	79	96	100	90	17.36	144.2	48.07	0	991.29	0	-0.01	16	754	414	83	862.46	26425.59
react	True	1321	2.31	158538	50256	1	100	3.15	1023	105	1961.27	2267.66	1961.27	0.0001	298.75	91	100	100	90	16.31	114.6	38.2	0	987.55	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1160	2.18	26458	9243	1	100	2.86	1605	116	1390.49	1545.14	1390.49	0.0001	0	99.6	100	100	90	17.78	149.2	49.73	0	995.68	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3176	2.27	117668	38611	11	68.6	3.05	1029	104	1669.14	2068.23	1669.14	0	13.6	98.2	100	96	90	13.91	49.8	16.6	0	965.78	0	0.013	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.28	1549.38	1243.28	0.146	0	94	100	96	90	18.49	94.6	31.53	0	977.52	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	677	2.17	17211	5999	1	96.97	2.87	1023	104	1210.55	1393.43	1210.55	0.0001	0	100	100	100	90	16.62	129.4	43.13	0	970.37	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1382	2.23	76585	29349	1	100	2.61	1611	118	1659.7	1856.35	1659.7	0.0001	0	99	100	100	90	12.84	129.3	43.1	0	992.86	0	-0.009	11	677	217	57	686.46	10853.47
