framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1776.49	2036.5	1776.49	0.0003	26.4	98.2	100	100	90	19.9	114.5	38.17	0	1023.82	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	6497	2.36	193581	61947	3	90.45	3.12	5515	104	1761.46	2258.16	1761.46	0.0001	11	97.4	100	100	90	19.14	99.7	33.23	0	1011.42	0	-0.005	13	859	484	89	616.31	29894.72
astro	True	1388	2.17	11475	3814	1	100	3.01	2287	110	1208.83	1508.83	1208.83	0.0001	0	100	100	100	90	20.05	84.6	28.2	0	1001.23	0	-0.003	4	546	372	73	159.38	18153.98
jquery	True	1148	2.26	100009	34722	1	99.5	2.88	1032	107	1836.2	2018	1836.2	0.1459	0	92	100	99.2	90	20.83	99.6	33.2	0	1002	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	726	2.21	59808	15719	1	98.81	3.8	1022	105	1550.39	1856.89	1550.39	0.055	3.2	99	96	100	90	18.2	109.4	36.47	0	1011.46	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	23.45	143.7	47.21	0	1012.87	39.7	-0.005	4	321	234	67	154.88	17543.75
preact	True	733	2.18	27622	10088	1	100	2.74	1023	105	1359.47	1666.11	1359.47	0.0001	0	99.8	100	100	90	18.23	89.7	29.9	0	998.77	0	-0.01	12	776	461	101	585.8	25344.18
qwik	True	1237	2.25	91158	34628	13	100	2.63	1030	106	1417.39	2125.05	1417.39	0.4021	0	89	96	100	90	18.19	69.7	23.23	0	1013.23	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1253	2.31	158538	50256	1	100	3.15	1023	105	1940.39	2245.08	1940.39	0.0001	53.5	96	100	100	90	17.05	94.6	31.53	0	1015.27	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1095	2.18	26458	9243	1	100	2.86	1023	105	1388.83	1542.94	1388.83	0.0001	0	99.8	100	100	90	21.11	119.4	39.8	0	1004.03	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2947	2.27	117670	38613	11	68.6	3.05	1745	120	1671.61	2121.16	1671.61	0	0	98	100	96	90	17.46	124.5	41.5	0	996.18	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.01	1540.69	1248.01	0.1461	0	94	100	96	90	18.33	119.5	39.83	0	1002.61	0	-0.019	3	560	426	74	71.69	20768.9
vanjs	True	637	2.17	17211	5999	1	96.97	2.87	1022	105	1211.52	1396.28	1211.52	0.0001	0	100	100	100	90	20.77	114.2	38.07	0	997.08	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1304	2.23	76585	29349	1	100	2.61	1022	104	1631.01	1857.32	1631.01	0.0001	0	99	100	100	90	19.25	94.6	31.53	0	1004.95	0	-0.009	11	677	217	57	686.46	10853.47
