framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1467.38	1893.66	1467.38	0.0002	18.8	99	100	100	90	18.83	49.8	29.9	0	1332.4	59.8	-0.012	3	444	299	68	83.56	13776.09
angular	True	6143	2.32	158642	51430	1	100	3.08	5281	104	1958.41	2314.81	1958.41	0.0001	3	97	100	100	90	16.9	64.8	33.23	0	1381.68	39.8	-0.002	13	764	424	88	631.62	27036.12
astro	True	1291	2.17	11475	3814	1	100	3.01	2106	109	1211.55	1511.55	1211.55	0.0001	0	100	100	100	90	22.05	69.6	23.2	0	1357.56	0	-0.001	4	546	372	73	159.38	18153.98
geajs	True	907	2.19	32881	9964	1	98.43	3.3	1020	105	1545	1701.1	1545	0.0001	3.4	99	100	100	90	18.39	44.8	14.93	0	1336.58	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1089	2.26	100009	34722	1	99.5	2.88	1031	106	1833.85	2013.27	1833.85	0.1459	0	92	100	99.2	90	15.18	54.8	31.57	0	1317.86	24.9	-0.009	3	481	287	45	87.4	18604.14
lit	True	688	2.21	59808	15719	1	98.81	3.8	1022	105	1544.47	1859.61	1544.47	0.055	0.6	99	96	100	90	18.8	79.7	14.12	0	1317.96	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.86	1712.81	1213.86	0.0001	0	100	100	100	100	20.22	54.8	18.27	0	1328.73	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	1943	2.3	148231	46596	1	100	3.18	1021	105	2000.71	2267.27	2000.71	0.0002	0	97	100	100	90	17.8	59.8	33.23	0	1335.69	44.9	-0.006	12	741	421	89	579.82	24098.68
preact	True	699	2.18	27622	10088	1	100	2.74	1022	105	1357.74	1661.61	1357.74	0.0001	0	100	100	100	90	16.81	54.8	16.62	0	1371.99	34.9	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1148	2.25	91158	34628	13	100	2.63	1029	107	1402.23	2124.68	1402.23	0.8013	0	79	96	100	90	14.99	54.8	33.23	0	1327.21	5	-0.005	16	754	415	83	861.8	26425.59
react	True	1199	2.31	158538	50256	1	100	3.15	1022	105	1941.89	2247.13	1941.89	0.0002	6.6	97.2	100	100	90	18.02	84.7	14.95	0	1316.21	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1061	2.18	26458	9243	1	100	2.86	1022	105	1389.3	1543.24	1389.3	0.0001	0	99.8	100	100	90	16.52	74.7	24.9	0	1353.83	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2746	2.27	117668	38608	11	68.6	3.05	1660	121	1669.42	2089.81	1669.42	0	0	98.2	100	96	90	19.43	64.7	21.57	0	1310.87	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.75	1540.27	1249.75	0.146	0	94	100	96	90	17.32	94.6	31.53	0	1321.07	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	603	2.17	17211	5999	1	96.97	2.87	1022	105	1210.89	1392.94	1210.89	0.0001	0	100	100	100	90	16.73	54.8	31.57	0	1324.27	39.9	0.001	3	743	388	76	74.17	22895.14
vue	True	1251	2.23	76585	29349	1	100	2.61	1021	104	1659.15	1855.72	1659.15	0.0001	0	99	100	100	90	19.42	64.7	21.57	0	1354.77	0	-0.004	11	677	217	57	686.46	10853.47
