framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1852.95	2008.37	1852.95	0.0002	27	98	100	100	90	15.59	119.4	20.73	0	1334.77	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6609	2.32	158642	51430	1	100	3.08	5493	104	1961.06	2320.59	1961.06	0.0001	5.2	97	100	100	90	15.74	124.6	21.6	0	1388.16	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1375	2.17	11475	3814	1	100	3.01	2289	109	1177.88	1507.88	1177.88	0.0001	0	100	100	100	90	15.43	89.6	29.87	0	1307.41	0	-0.008	4	546	372	73	159.38	18153.98
geajs	True	948	2.19	32881	9964	1	98.43	3.3	1021	105	1542.85	1697.97	1542.85	0.0001	2	99	100	100	90	17.73	114.6	38.2	0	1323.64	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	1186	2.26	100009	34722	1	99.5	2.88	1034	107	1831.29	2021.83	1831.29	0.1459	0	92	100	99.2	90	15.02	119.4	39.8	0	1316.23	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	753	2.21	59808	15719	1	98.81	3.8	1022	105	1550.04	1856.35	1550.04	0.055	2.4	99	96	100	90	22.21	129.4	22.4	0	1311.89	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1219.94	1716.35	1219.94	0.0002	0	100	100	100	100	18.68	129.4	22.4	0	1313.43	0	-0.005	4	321	234	67	154.88	17543.75
octane	True	2096	2.3	148231	46596	1	100	3.18	1021	105	1999.29	2263.64	1999.29	0.0002	0	97	100	100	90	18.12	109.5	36.5	0	1332.18	0	-0.004	12	741	421	89	579.82	24098.68
preact	True	745	2.18	27622	10088	1	100	2.74	1023	105	1361.44	1669.06	1361.44	0.0001	0	99.8	100	100	90	17.56	124.3	21.55	0	1353.4	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1254	2.25	91158	34628	13	100	2.63	1033	107	1403.76	2128.25	1403.76	0.8073	0	79	96	100	90	16.07	94.6	31.53	0	1324.37	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1301	2.31	158538	50256	1	100	3.15	1023	105	1938.27	2243.31	1938.27	0.0001	16	97	100	100	90	18.23	79.6	26.53	0	1318.45	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1129	2.18	26458	9243	1	100	2.86	1023	105	1391.47	1545.71	1391.47	0.0001	0	99.6	100	100	90	20.18	44.9	14.97	0	1319.47	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3018	2.27	117670	38614	11	68.6	3.05	1684	120	1669.34	2116.58	1669.34	0	0	98	100	96	90	15.61	124.5	41.5	0	1302.64	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.81	1545.95	1245.81	0.146	0	94	100	96	90	17.93	109.5	36.5	0	1325.19	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	624	2.17	17211	5999	1	96.97	2.87	1023	105	1211.89	1397.04	1211.89	0.0001	0	100	100	100	90	17.15	124.4	41.47	0	1309.25	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1377	2.23	76585	29349	1	100	2.61	1022	105	1661.38	1859.47	1661.38	0.0001	0	99	100	100	90	19.83	114.5	38.17	0	1315.64	0	-0.002	11	677	217	57	686.46	10853.47
