framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1761.83	2015.39	1761.83	0.0002	25.2	98.2	100	100	90	18.08	84.7	28.23	0	997.3	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14102	2.39	222256	67534	2	91.68	3.29	10745	249	1954.86	2483.29	1954.86	0.0001	26	96	100	100	90	17.66	119.5	39.83	0	995	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1192	2.26	100009	34722	1	99.5	2.88	1605	118	1827.7	2024.05	1827.7	0.1459	0	92	100	99.2	90	17.36	64.8	21.6	0	984.59	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1596	117	1548.39	1854.79	1548.39	0.055	1.2	99	96	100	90	18.96	79.7	26.57	0	977.38	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1218.21	1692	1218.21	0.0002	0	100	100	100	100	16.73	44.8	14.93	0	978.98	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	756	2.18	27622	10088	1	100	2.74	1024	104	1363.64	1674.56	1363.64	0.0001	0	99.6	100	100	90	18.49	54.8	18.27	0	992.2	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1316	2.25	91158	34628	13	100	2.63	1604	116	1432.44	2125.35	1432.44	0.8058	0	79	96	100	90	17.68	29.9	9.97	0	984.53	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1300	2.31	158538	50256	1	100	3.15	1023	105	1955.55	2260.02	1955.55	0.0002	69.4	95.4	100	100	90	18.03	59.8	19.93	0	981.33	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1110	2.18	26458	9243	1	100	2.86	1600	118	1355.92	1546.28	1355.92	0.0001	0	99.6	100	100	90	17.13	99.6	33.2	0	988.44	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	3131	2.27	117670	38608	11	68.6	3.05	1032	104	1669.38	2086.61	1669.38	0	0	98.2	100	96	90	18.02	114.6	38.2	0	985.29	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.47	1527.03	1250.47	0.146	0	94	100	96	90	18.3	109.6	36.53	0	997.67	0	-0.021	3	560	426	74	71.69	20768.9
vanjs	True	665	2.17	17211	5999	1	96.97	2.87	1023	104	1210.36	1395.74	1210.36	0.0001	0	100	100	100	90	17.71	49.8	16.6	0	970.71	0	0	3	743	388	76	74.17	22895.14
vue	True	1382	2.23	76585	29349	1	100	2.61	1597	117	1659.3	1853.56	1659.3	0.0001	0	99	100	100	90	16.77	99.5	33.17	0	994.9	0	-0.009	11	677	217	57	686.46	10853.47
